find_name	find_taxid	find_taxrank
Lactococcus lactis subsp. lactis Il1403	272623	strain
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus sp.	44273	species
Lactococcus sp.	44273	species
Lactococcus cremoris	1359	species
Lactococcus sp.	44273	species
Lactococcus cremoris	1359	species
Lactococcus cremoris	1359	species
Lactococcus cremoris	1359	species
Lactococcus garvieae Lg2	420890	strain
Lactococcus garvieae	1363	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus cremoris	1359	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus cremoris	1359	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus garvieae	1363	species
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus cremoris subsp. cremoris	2816960	subspecies
Lactococcus lactis	1358	species
Lactococcus lactis	1358	species
Lactococcus lactis subsp. lactis Il1403	272623	strain
Lactococcus lactis subsp. cremoris MG1363	416870	strain
Lactococcus lactis	1358	species
Lactococcus cremoris subsp. cremoris	2816960	subspecies
Leclercia adecarboxylata	83655	species
Enterobacteriaceae	543	family
Lentibacter sp.	2024994	species
Lentibacter sp.	2024994	species
Leptospira biflexa	172	species
Leptospira biflexa	172	species
Leuconostoc mesenteroides	1245	species
Oenococcus oeni	1247	species
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc mesenteroides subsp. dextranicum	33966	subspecies
Leuconostoc mesenteroides subsp. mesenteroides	33967	subspecies
Leuconostoc mesenteroides subsp. mesenteroides	33967	subspecies
Leuconostoc mesenteroides subsp. mesenteroides	33967	subspecies
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc mesenteroides	1245	species
Leuconostoc mesenteroides	1245	species
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc pseudomesenteroides	33968	species
Leuconostoc mesenteroides	1245	species
Leuconostoc mesenteroides	1245	species
Leuconostoc pseudomesenteroides	33968	species
Pseudomonas aeruginosa	287	species
Candidatus Liberibacter asiaticus str. psy62	537021	strain
Candidatus Liberibacter asiaticus	34021	species
Candidatus Liberibacter asiaticus	34021	species
Listeria monocytogenes	1639	species
Listeria monocytogenes EGD-e	169963	strain
Listeria monocytogenes WSLC1042	1457188	strain
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes FSL J1-208	393119	strain
Listeria monocytogenes serotype 4b str. F2365	265669	strain
Listeria monocytogenes serotype 4b str. F2365	265669	strain
Listeria monocytogenes FSL J1-208	393119	strain
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes FSL J1-208	393119	strain
Listeria monocytogenes FSL J1-208	393119	strain
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria	1637	genus
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Listeria monocytogenes	1639	species
Vibrio	662	genus
Loktanella	245186	genus
Loktanella sp.	1870901	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Mannheimia haemolytica	75985	species
Marinomonas	28253	genus
Marinomonas mediterranea	119864	species
Marinomonas	28253	genus
Mesorhizobium loti	381	species
Metallosphaera	41980	genus
Methanothermobacter thermautotrophicus	145262	species
Methanothermobacter wolfeii	145261	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium	33882	genus
Microbacterium foliorum	104336	species
Microbacterium	33882	genus
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium	33882	genus
Microbacterium foliorum	104336	species
Microbacterium	33882	genus
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium	33882	genus
Microbacterium	33882	genus
Microbacterium	33882	genus
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium	33882	genus
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium foliorum	104336	species
Microbacterium oxydans	82380	species
Microbacterium	33882	genus
Microcystis aeruginosa	1126	species
Morganella morganii	582	species
Morganella sp. (in: Bacteria)	1912315	species
Morganella sp. (in: Bacteria)	1912315	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycobacteroides abscessus	36809	species
Mycobacteroides abscessus subsp. bolletii	319705	subspecies
Mycobacteroides abscessus subsp. bolletii	319705	subspecies
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium	1866885	genus
Mycobacterium tuberculosis	1773	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycobacterium sp.	1785	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium vaccae	1810	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium	1866885	genus
Mycobacterium tuberculosis	1773	species
Mycolicibacterium	1866885	genus
Mycobacterium tuberculosis	1773	species
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
Mycolicibacterium smegmatis MC2 155	246196	strain
