virus_name	viral_acc	evidence
Pseudomonas phage PP7	NC_001628	RefSeq, UniProt
Pseudomonas phage PPPL-1	NC_028661	RefSeq
Pseudomonas phage PPpW-3	NC_023006	Literature
Pseudomonas phage PPpW-4	NC_023005	Literature
Pseudomonas phage PT2	NC_011107	RefSeq
Pseudomonas phage PT5	NC_011105	RefSeq
Pseudomonas phage RLP	NC_048168	RefSeq
Pseudomonas phage RWG	KM411958	RefSeq
Pseudomonas phage SL1	NC_048676	RefSeq
Pseudomonas phage SL2	NC_042081	RefSeq
Pseudomonas phage SM1	NC_041877	RefSeq
Pseudomonas phage SN	NC_011756	RefSeq
Pseudomonas phage SPM-1	KF981875	RefSeq
Pseudomonas phage tabernarius	NC_042092	RefSeq
Pseudomonas phage tf	NC_017971	RefSeq
Pseudomonas phage TL	NC_023583	RefSeq
Pseudomonas phage UFV-P2	NC_018850	Literature, RefSeq
Pseudomonas phage uligo	NC_047894	RefSeq
Pseudomonas phage vB_Pae-Kakheti25	NC_017864	RefSeq
Pseudomonas phage vB_Pae-SS2019XI	NC_053013	NCBI Virus, RefSeq
Pseudomonas phage vB_Pae-TbilisiM32	NC_017865	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeM_C1-14_Ab28	NC_026600	RefSeq
Pseudomonas phage vB_PaeM_C2-10_Ab02	NC_042113	RefSeq
Pseudomonas phage vB_PaeM_C2-10_Ab08	LN610575	RefSeq
Pseudomonas phage vB_PaeM_C2-10_Ab1	NC_019918	RefSeq
Pseudomonas phage vB_PaeM_C2-10_Ab10	LN610586	RefSeq
Pseudomonas phage vB_PaeM_C2-10_Ab15	LN610587	RefSeq
Pseudomonas phage vB_PaeM_CEB_DP1	NC_041870	RefSeq
Pseudomonas phage vB_PaeM_G1	NC_041968	RefSeq
Pseudomonas phage vB_PaeM_LS1	NC_048699	RefSeq
Pseudomonas phage vB_PaeM_MAG1	NC_031073	RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab03	NC_026587	RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab04	LN610581	RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab06	LN610582	RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab11	LN610583	RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab17	LN610576	RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab27	NC_026586	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeM_PAO1_Ab29	LN610588	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeM_PS24	NC_028882	RefSeq
Pseudomonas phage vB_PaeM_SCUT-S1	NC_048745	RefSeq
Pseudomonas phage vB_PaeM_USP_1	NC_050149	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeP_130_113	NC_047953	RefSeq
Pseudomonas phage vB_PaeP_C1-14_Or	HE983844	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeP_C2-10_Ab09	NC_024140	RefSeq
Pseudomonas phage vB_PaeP_C2-10_Ab22	NC_026599	RefSeq
Pseudomonas phage vB_PaeP_MAG4	NC_031104	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeP_p2-10_Or1	NC_019813	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeP_PAO1_1-15pyo	NC_047967	RefSeq
Pseudomonas phage vB_PaeP_PAO1_Ab05	NC_026602	RefSeq
Pseudomonas phage vB_PaeP_PPA-ABTNL	NC_027375	RefSeq
Pseudomonas phage vB_PaeP_Tr60_Ab31	NC_023575	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeS_PAO1_Ab18	NC_026594	RefSeq
Pseudomonas phage vB_PaeS_PAO1_Ab19	NC_042115	RefSeq
Pseudomonas phage vB_PaeS_PAO1_Ab20	LN610585	RefSeq
Pseudomonas phage vB_PaeS_PAO1_Ab30	NC_026601	NCBI Virus, RefSeq
Pseudomonas phage vB_PaeS_PM105	NC_028667	RefSeq
Pseudomonas phage vB_PaeS_SCH_Ab26	NC_024381	RefSeq
Pseudomonas phage vB_Pae_BR319a	NC_055793	NCBI Virus, RefSeq
Pseudomonas phage vB_Pae_PS44	NC_028939	RefSeq
Pseudomonas phage vB_PsyP_3MF5	NC_054890	RefSeq
Pseudomonas phage YH30	NC_029101	NCBI Virus, RefSeq
Pseudomonas phage YH6	NC_027388	NCBI Virus, RefSeq
Pseudomonas phage YMC/01/01/P52_PAE_BP	JX403939	NCBI Virus, RefSeq
Pseudomonas phage YMC11/02/R656	NC_028657	NCBI Virus, RefSeq
Pseudomonas phage YMC11/06/C171_PPU_BP	NC_030923	RefSeq
Pseudomonas phage ZC01	NC_052965	NCBI Virus, RefSeq
Pseudomonas phage ZC03	NC_048638	RefSeq
Pseudomonas phage ZC08	NC_048639	RefSeq
Pseudomonas phage Zigelbrucke	NC_041904	RefSeq
Pseudomonas phage Zuri	NC_049456	RefSeq
Pseudomonas virus 119X	NC_007807	NCBI Virus, RefSeq
Pseudomonas virus D3	NC_002484	Literature, NCBI Virus, RefSeq, UniProt
Pseudomonas virus D3112	NC_005178	Literature, NCBI Virus, RefSeq, UniProt
Pseudomonas virus DMS3	NC_008717	NCBI Virus, RefSeq
Pseudomonas virus F116	NC_006552	NCBI Virus, RefSeq
Pseudomonas virus H66	NC_042342	NCBI Virus
Pseudomonas virus H66	NC_042342	RefSeq
Pseudomonas virus LPB1	NC_027298	Literature
Pseudomonas virus LUZ24	NC_010325	NCBI Virus, RefSeq, UniProt
Pseudomonas virus LUZ24	NC_010325	Literature
Pseudomonas virus M6	NC_007809	NCBI Virus, RefSeq
Pseudomonas virus MP22	NC_009818	NCBI Virus, RefSeq
Pseudomonas virus MP29	NC_011613	NCBI Virus, RefSeq
Pseudomonas virus MP38	NC_011611	NCBI Virus, RefSeq
Pseudomonas virus Pa193	NC_050148	NCBI Virus, RefSeq
Pseudomonas virus PA1KOR	NC_023700	NCBI Virus, RefSeq
Pseudomonas virus PA8P1	NC_048806	NCBI Virus, RefSeq
Pseudomonas virus PaP3	AY078382	Literature
Pseudomonas virus Pf1	NC_001331	NCBI Virus, RefSeq, UniProt
Pseudomonas virus Pf1 ERZ-2017	NC_047874	NCBI Virus, RefSeq
Pseudomonas virus phi6	NC_003714, NC_003715, NC_003716	NCBI Virus, RefSeq, UniProt
Pseudomonas virus phiCTX	NC_003278	Literature, NCBI Virus, RefSeq
Pseudomonas virus phiKZ	AF399011	Literature, UniProt
Pseudomonas virus PMG1	NC_016765	NCBI Virus, RefSeq
Pseudomonas virus Yua	NC_010116	NCBI Virus, RefSeq, UniProt
Puniceispirillum phage HMO-2011	NC_021864	NCBI Virus, RefSeq
Pyrobaculum filamentous virus 1	NC_029548	RefSeq
Pyrobaculum spherical virus	NC_005872	RefSeq, UniProt
Pyrococcus abyssi virus 1	NC_009597	NCBI Virus, RefSeq
Ralstonia phage Adzire	NC_054462	NCBI Virus, RefSeq
Ralstonia phage Anchaing	NC_054891	RefSeq
Ralstonia phage Bakoly	NC_054463	RefSeq
Ralstonia phage Cimandef	NC_054956	RefSeq
Ralstonia phage Claudette	NC_054962	RefSeq
Ralstonia phage Dina	NC_055026	RefSeq
Ralstonia phage DU_RP_I	NC_047888	RefSeq
Ralstonia phage Eline	NC_054957	RefSeq
Ralstonia phage Firinga	NC_054961	RefSeq
Ralstonia phage Gamede	NC_054958	RefSeq
Ralstonia phage Gerry	NC_054959	RefSeq
Ralstonia phage Gervaise	NC_054963	RefSeq
Ralstonia phage GP4	NC_054964	RefSeq
Ralstonia phage Heva	NC_054960	RefSeq
Ralstonia phage p12J	NC_005131	NCBI Virus, RefSeq
Ralstonia phage PE226	NC_015297	RefSeq
Ralstonia phage phiAp1	NC_047800	NCBI Virus, RefSeq
Ralstonia phage phiITL-1	NC_047751	RefSeq
Ralstonia phage phiRSL1	NC_010811	Literature
Ralstonia phage phiRSP	NC_054146	NCBI Virus, RefSeq
Ralstonia phage Raharianne	NC_054955	RefSeq
Ralstonia phage RP12	NC_041911	RefSeq
Ralstonia phage RPSC1	NC_047982	RefSeq
Ralstonia phage RS-PI-1	NC_047816	RefSeq
Ralstonia phage RS-PII-1	NC_047804	RefSeq
Ralstonia phage RS138	NC_029107	NCBI Virus, RefSeq
Ralstonia phage Rs551	NC_047765	RefSeq
Ralstonia phage RS603	NC_025454	RefSeq
Ralstonia phage RS611	NC_055054	RefSeq
Ralstonia phage RSB1	NC_011201	RefSeq
Ralstonia phage RSB2	NC_023736	RefSeq
Ralstonia phage RSB3	NC_022917	RefSeq
Ralstonia phage RSF1	NC_028899	RefSeq
Ralstonia phage RSJ2	NC_028988	RefSeq
Ralstonia phage RSJ5	NC_029007	RefSeq
Ralstonia phage RSK1	NC_022915	RefSeq
Ralstonia phage RSM1	NC_008574	Literature
Ralstonia phage RSMSuper	AB981170	RefSeq
Ralstonia phage RsoM1USA	NC_049432	NCBI Virus, RefSeq
Ralstonia phage RsoP1EGY	NC_047946	RefSeq
Ralstonia phage RsoP1IDN	NC_047930	RefSeq
Ralstonia phage RSS-TH1	NC_055053	RefSeq
Ralstonia phage RSS0	NC_019548	RefSeq
Ralstonia phage RSS1	NC_008575	RefSeq
Ralstonia phage RSS20	NC_021866	NCBI Virus, RefSeq
Ralstonia phage RSS30	NC_021862	NCBI Virus, RefSeq
Ralstonia phage RSY1	NC_025115	RefSeq
Ralstonia phage Simangalove	NC_054946	RefSeq
Ralstonia virus RSA1	NC_009382	NCBI Virus, RefSeq
Ralstonia virus RSIBR1	NC_055052	NCBI Virus, RefSeq
Raoultella phage Ro1	NC_048682	RefSeq
Rhizobium phage 16-3	NC_011103	UniProt
Rhizobium phage RHEph01	NC_047738	RefSeq
Rhizobium phage RHEph02	NC_047868	RefSeq
Rhizobium phage RHEph03	JX483875	NCBI Virus, RefSeq
Rhizobium phage RHEph04	NC_041908	RefSeq
Rhizobium phage RHEph05	JX483877	NCBI Virus, RefSeq
Rhizobium phage RHEph06	NC_027296	NCBI Virus, RefSeq
Rhizobium phage RHEph08	NC_047869	RefSeq
Rhizobium phage RHEph09	NC_047870	RefSeq
Rhizobium phage RHEph10	NC_034248	RefSeq
Rhizobium phage RHEph10	NC_034248	NCBI Virus
Rhizobium phage RR1-A	NC_021560	NCBI Virus, RefSeq
Rhizobium phage RR1-B	NC_021557	NCBI Virus, RefSeq
Rhizobium phage vB_RglS_P106B	NC_023566	RefSeq
Rhizobium phage vB_RleM_P10VF	NC_025429	NCBI Virus, RefSeq
Rhizobium phage vB_RleM_PPF1	NC_025427	NCBI Virus, RefSeq
Rhizobium phage vB_RleS_L338C	NC_023502	NCBI Virus, RefSeq
Rhodobacter phage RcapMu	NC_016165	RefSeq
Rhodobacter phage RcapMu	NC_016165	NCBI Virus
Rhodobacter phage RcapNL	NC_020489	RefSeq
Rhodobacter phage RcapNL	NC_020489	NCBI Virus
Rhodobacter phage RcCronus	NC_042049	RefSeq
Rhodobacter phage RcRhea	NC_028954	RefSeq
Rhodobacter phage RcSpartan	NC_041963	RefSeq
Rhodobacter phage RcTitan	NC_029097	RefSeq
Rhodococcus phage CosmicSans	NC_028677	NCBI Virus, RefSeq
Rhodococcus phage E3	NC_021347	NCBI Virus, RefSeq
Rhodococcus phage Finch	NC_054724	NCBI Virus, RefSeq
Rhodococcus phage Hiro	NC_048669	RefSeq
Rhodococcus phage PhailMary	NC_054762	NCBI Virus, RefSeq
Rhodococcus phage REQ1	NC_016655	NCBI Virus, RefSeq
Rhodococcus phage REQ2	NC_016652	NCBI Virus, RefSeq
Rhodococcus phage REQ3	NC_016654	NCBI Virus, RefSeq
Rhodococcus phage ReqiDocB7	NC_023706	NCBI Virus, RefSeq
Rhodococcus phage ReqiPepy6	NC_023735	RefSeq
Rhodococcus phage ReqiPine5	NC_023722	NCBI Virus, RefSeq
Rhodococcus phage ReqiPoco6	NC_023694	RefSeq
Rhodococcus phage RER2	NC_016653	RefSeq
Rhodococcus phage RRH1	NC_016651	NCBI Virus, RefSeq
Rhodococcus phage Sleepyhead	NC_048782	RefSeq
Rhodococcus phage Takoda	NC_048708	RefSeq
Rhodococcus phage Toil	NC_055061	RefSeq
Rhodococcus phage Trina	NC_042040	RefSeq
Rhodococcus phage Weasels2	NC_041887	RefSeq
Rhodococcus phage Whack	NC_048784	RefSeq
Rhodococcus virus RGL3	NC_016650	NCBI Virus, RefSeq
Rhodothermus phage RM378	NC_004735	NCBI Virus, RefSeq, UniProt
Rhodovulum phage vB_RhkS_P1	NC_031059	NCBI Virus, RefSeq
Riemerella phage RAP44	NC_019490	NCBI Virus, RefSeq
Roseobacter phage RD-1410W1-01	NC_049372	RefSeq
Roseobacter phage RD-1410W1-01	NC_049372	RefSeq
Roseobacter phage RDJL Phi 1	NC_015466	RefSeq
Roseobacter phage RDJL Phi 1	NC_015466	RefSeq
Roseobacter phage RDJL Phi 2	NC_041958	RefSeq
Roseobacter phage RDJL Phi 2	NC_041958	RefSeq
Ruegeria phage DSS3-P1	NC_025428	NCBI Virus, RefSeq
Ruegeria phage vB_RpoP-V12	NC_049435	RefSeq
Ruegeria phage vB_RpoP-V13	NC_049436	RefSeq
Ruegeria phage vB_RpoS-V11	NC_052971	NCBI Virus, RefSeq
Ruegeria phage vB_RpoS-V16	NC_052969	NCBI Virus, RefSeq
Ruegeria phage vB_RpoS-V18	NC_052970	NCBI Virus, RefSeq
Ruegeria phage vB_RpoS-V7	NC_052972	NCBI Virus, RefSeq
Salinibacter virus M1EM1	NC_042348	NCBI Virus, RefSeq
Salinibacter virus M31CR41-2	NC_042352	NCBI Virus, RefSeq
Salinibacter virus M8CC19	NC_042349	NCBI Virus, RefSeq
Salinibacter virus M8CR30-2	NC_042350	NCBI Virus, RefSeq
Salinibacter virus M8CRM1	NC_042351	NCBI Virus, RefSeq
Salinivibrio phage CW02	NC_019540	RefSeq
Salmonella phage 1-19	NC_048819	RefSeq
Salmonella phage 1-29	NC_048811	RefSeq
Salmonella phage 100268_sal2	NC_031902	RefSeq
Salmonella phage 103203_sal5	NC_031946	NCBI Virus, RefSeq
Salmonella phage 118970_sal1	NC_031930	RefSeq
Salmonella phage 118970_sal2	NC_031933	RefSeq
Salmonella phage 118970_sal3	NC_031940	NCBI Virus, RefSeq
Salmonella phage 118970_sal4	NC_030919	NCBI Virus, RefSeq
Salmonella phage 2-3	NC_048809	RefSeq
Salmonella phage 3-29	NC_048145	RefSeq
Salmonella phage 35	NC_048632	RefSeq
Salmonella phage 36	NC_029071	RefSeq
Salmonella phage 37	NC_029045	RefSeq
Salmonella phage 38	NC_029042	RefSeq
Salmonella phage 3A_8767	NC_048004	RefSeq
Salmonella phage 64795_sal3	NC_031918	NCBI Virus, RefSeq
Salmonella phage 7-11	NC_015938	NCBI Virus, RefSeq
Salmonella phage aagejoakim	NC_049503	RefSeq
Salmonella phage Akira	NC_054647	NCBI Virus
Salmonella phage Akira	NC_054647	RefSeq
Salmonella phage allotria	NC_049501	RefSeq
Salmonella phage astrithr	NC_048862	RefSeq
Salmonella phage atrejo	NC_048872	RefSeq
Salmonella phage barely	NC_049505	RefSeq
Salmonella phage bastian	NC_048870	RefSeq
Salmonella phage bering	NC_049502	RefSeq
Salmonella phage birk	NC_048864	RefSeq
Salmonella phage bombadil	NC_048866	RefSeq
Salmonella phage BP12A	NC_031258	RefSeq
Salmonella phage BP12B	NC_031271	RefSeq
Salmonella phage BP12C	NC_031228	RefSeq
Salmonella phage BP63	NC_031250	RefSeq
Salmonella phage BPS11Q3	NC_031925	NCBI Virus, RefSeq
Salmonella phage BPS15Q2	NC_031939	RefSeq
Salmonella phage BPS17L1	NC_042096	RefSeq
Salmonella phage BPS17W1	NC_042097	RefSeq
Salmonella phage BSP101	NC_049382	RefSeq
Salmonella phage BSP161	NC_048105	RefSeq
Salmonella phage BSPM4	NC_048655	RefSeq
Salmonella phage Det7	NC_027119	RefSeq
Salmonella phage dinky	NC_049504	RefSeq
Salmonella phage Ent1	NC_019539	RefSeq
Salmonella phage epsilon15	NC_004775	RefSeq
Salmonella phage epsilon15	NC_004775	UniProt
Salmonella phage epsilon34	NC_011976	NCBI Virus, RefSeq
Salmonella phage f18SE	NC_028698	RefSeq
Salmonella phage faergetype	NC_048867	RefSeq
Salmonella phage Fels-1	NC_010391	NCBI Virus, RefSeq
Salmonella phage FO1a	JF461087	RefSeq
Salmonella phage FSL SP-031	NC_021775	Literature
Salmonella phage FSL SP-039	KC139514	RefSeq
Salmonella phage FSL SP-058	NC_021772	Literature
Salmonella phage FSL SP-076	NC_021782	Literature
Salmonella phage FSL SP-101	NC_042065	RefSeq
Salmonella phage FSL SP-124	KC139515	RefSeq
Salmonella phage FSLSP004	NC_021774	Literature
Salmonella phage fuchur	NC_048869	RefSeq
Salmonella phage g341c	NC_013059	NCBI Virus, RefSeq
Salmonella phage GG32	NC_031045	RefSeq
Salmonella phage heyday	NC_049500	RefSeq
Salmonella phage IKe	NC_002014	RefSeq, UniProt
Salmonella phage IME207	NC_031924	NCBI Virus, RefSeq
Salmonella phage Jersey	NC_021777	Literature
Salmonella phage KFS-SE1	NC_048683	RefSeq
Salmonella phage L13	NC_021317	RefSeq
Salmonella phage L6jm	NC_048852	RefSeq
Salmonella phage LPST10	NC_054645	Literature
Salmonella phage LSPA1	NC_026017	RefSeq
Salmonella phage Lumpael	NC_048113	RefSeq
Salmonella phage LVR16A	NC_048000	RefSeq
Salmonella phage MA12	NC_031021	NCBI Virus, RefSeq
Salmonella phage maane	NC_049508	RefSeq
Salmonella phage Marshall	NC_022772	RefSeq
Salmonella phage Maynard	NC_022768	RefSeq
Salmonella phage Melville	NC_042044	RefSeq
Salmonella phage moki	NC_049506	RefSeq
Salmonella phage Mutine	NC_049428	RefSeq
Salmonella phage NR01	NC_031042	RefSeq
Salmonella phage oldekolle	NC_048865	RefSeq
Salmonella phage oselot	NC_048871	RefSeq
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	RefSeq
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage OSY-STA	NC_048808	Literature
Salmonella phage P22	BK000583	Literature, RefSeq
Salmonella phage P22-pbi	AF527608	Literature
Salmonella phage pertopsoe	NC_049507	RefSeq
Salmonella phage phiSG-JL2	NC_010807	RefSeq
Salmonella phage phSE-2	NC_031026	RefSeq
Salmonella phage pSe_SNUABM_01	NC_054937	RefSeq
Salmonella phage PVPSE1	NC_016071	RefSeq
Salmonella phage rabagast	NC_049499	RefSeq
Salmonella phage RE2010	NC_019488	RefSeq
Salmonella phage rokbiter	NC_048868	RefSeq
Salmonella phage S113	NC_048005	RefSeq
Salmonella phage S114	NC_048006	RefSeq
Salmonella phage S116	NC_048007	RefSeq
Salmonella phage S118	NC_049437	RefSeq
Salmonella phage S124	NC_048013	RefSeq
Salmonella phage S126	NC_048008	RefSeq
Salmonella phage S131	NC_048009	RefSeq
Salmonella phage S132	NC_048010	RefSeq
Salmonella phage S133	NC_048011	RefSeq
Salmonella phage S147	NC_048012	RefSeq
Salmonella phage Se-B	NC_049495	RefSeq
Salmonella phage Se-G	NC_049496	RefSeq
Salmonella phage Se-J	NC_049497	RefSeq
Salmonella phage SE1 (in:Nonagvirus)	NC_042025	Literature
Salmonella phage SE1 (in:Nonagvirus)	NC_042025	Literature, RefSeq
Salmonella phage SE1 (in:P22virus)	NC_011802	RefSeq
Salmonella phage SE2	NC_016763	RefSeq
Salmonella phage Seafire	NC_048110	RefSeq
Salmonella phage Season12	NC_052990	NCBI Virus, RefSeq
Salmonella phage Segz_1	NC_054640	NCBI Virus, RefSeq
Salmonella phage SEN1	NC_029003	RefSeq
Salmonella phage SEN22	NC_028696	NCBI Virus
Salmonella phage SEN22	NC_028696	RefSeq
Salmonella phage SEN34	NC_028699	RefSeq
Salmonella phage SEN4	NC_029015	RefSeq
Salmonella phage SEN5	NC_028701	NCBI Virus
Salmonella phage SEN5	NC_028701	RefSeq
Salmonella phage SEN8	NC_047753	RefSeq
Salmonella phage SenALZ1	NC_049440	RefSeq
Salmonella phage SenASZ3	NC_049439	RefSeq
Salmonella phage Sepoy	NC_048760	RefSeq
Salmonella phage SeSz-1	NC_049443	RefSeq
Salmonella phage SeSz-2	NC_054643	NCBI Virus, RefSeq
Salmonella phage Seszw_1	NC_054642	NCBI Virus, RefSeq
Salmonella phage SETP13	NC_022752	Literature, RefSeq
Salmonella phage SETP3	NC_009232	Literature
Salmonella phage SETP7	NC_022754	Literature, RefSeq
Salmonella phage SeWh-1	NC_053000	NCBI Virus, RefSeq
Salmonella phage SeZq-1	NC_053001	NCBI Virus, RefSeq
Salmonella phage SG1	NC_054936	RefSeq
Salmonella phage Sh19	NC_019530	RefSeq
Salmonella phage SH9	NC_047999	RefSeq
Salmonella phage Shivani	NC_028754	RefSeq
Salmonella phage Si3	NC_041922	RefSeq
Salmonella phage Siskin	NC_048727	RefSeq
Salmonella phage SJ46	NC_031129	RefSeq
Salmonella phage Skate	NC_054639	NCBI Virus, RefSeq
Salmonella phage slyngel	NC_049821	RefSeq
Salmonella phage SP01	NC_047859	RefSeq
Salmonella phage SP069	NC_042062, NC_042063, NC_042064	RefSeq
Salmonella phage SP1	NC_049396	RefSeq
Salmonella phage SPC32H	KC911856	RefSeq
Salmonella phage SPC32N	KC911857	RefSeq
Salmonella phage SPN1S	NC_016761	Literature
Salmonella phage SPN3UB	NC_019545	NCBI Virus, RefSeq
Salmonella phage SPN3US	NC_027402	Literature
Salmonella phage SPN9TCW	JQ691610	NCBI Virus, RefSeq
Salmonella phage SS3e	NC_006940	RefSeq
Salmonella phage SSU5	NC_018843	NCBI Virus, RefSeq
Salmonella phage ST160	NC_014900	NCBI Virus, RefSeq
Salmonella phage ST64B	NC_004313	NCBI Virus, RefSeq
Salmonella phage ST64T	NC_004348	RefSeq, UniProt
Salmonella phage STG2	NC_048089	RefSeq
Salmonella phage STP4-a	NC_026607	RefSeq
Salmonella phage Sw2	NC_048062	RefSeq
Salmonella phage Th1	NC_048795	RefSeq
Salmonella phage TS13	NC_053004	NCBI Virus
Salmonella phage TS13	NC_053004	RefSeq
Salmonella phage UPF_BP1	NC_047875	NCBI Virus, RefSeq
Salmonella phage UPF_BP2	NC_048649	RefSeq
Salmonella phage vB-SalM-PM10	NC_031128	RefSeq
Salmonella phage vB_SalP_TR2	NC_055921	NCBI Virus, RefSeq
Salmonella phage vB_SalS_ABTNLsp1	NC_053003	NCBI Virus, RefSeq
Salmonella phage vB_SenM-S16	NC_020416	RefSeq
Salmonella phage vB_SenS-Ent2	NC_023608	NCBI Virus, RefSeq
Salmonella phage vB_SenS-Ent3	NC_024204	NCBI Virus, RefSeq
Salmonella phage vB_SenS_AG11	NC_041991	RefSeq
Salmonella phage vB_SenS_BPS1	NC_052994	NCBI Virus, RefSeq
Salmonella phage vB_SenS_BPS2	NC_052995	NCBI Virus, RefSeq
Salmonella phage vB_SenS_BPS4	NC_052996	NCBI Virus, RefSeq
Salmonella phage vB_SenS_ER19	NC_052993	NCBI Virus, RefSeq
Salmonella phage vB_SenS_ER24	NC_052999	NCBI Virus, RefSeq
Salmonella phage vB_SenS_ER3	NC_053006	NCBI Virus, RefSeq
Salmonella phage vB_SenS_ER6	NC_053007	NCBI Virus, RefSeq
Salmonella phage vB_SenS_Sasha	NC_047786	RefSeq
Salmonella phage vB_SenS_SB13	NC_048781	RefSeq
Salmonella phage vB_SenS_SB28	NC_054638	NCBI Virus
Salmonella phage vB_SenS_SB28	NC_054638	RefSeq
Salmonella phage vB_Se_STGO-35-1	NC_054648	NCBI Virus, RefSeq
Salmonella phage vB_SnwM_CGG4-1	NC_031065	NCBI Virus, RefSeq
Salmonella phage vB_SPuM_SP116	NC_027329	RefSeq
Salmonella phage vB_SpuP_Spp16	NC_047941	RefSeq
Salmonella phage Vi II-E1	NC_010495	NCBI Virus, RefSeq
Salmonella phage Vi06	NC_015271	RefSeq
Salmonella phage yarpen	NC_048863	RefSeq
Salmonella phage YSP2	NC_047898	RefSeq
Salmonella phage ZCSE2	NC_048179	RefSeq
Salmonella virus BTP1	NC_042346	NCBI Virus
Salmonella virus Chi	NC_021315, NC_025442	NCBI Virus, RefSeq
Salmonella virus Fels2	NC_010463	NCBI Virus, RefSeq
Salmonella virus FSLSP030	NC_021779	Literature
Salmonella virus FSLSP088	NC_021780	Literature
Salmonella virus iEPS5	NC_021783	NCBI Virus
Salmonella virus iEPS5	NC_021783	RefSeq
Salmonella virus KFS-SE2	NC_054641	Literature, NCBI Virus, RefSeq
Salmonella virus P22	NC_002371	NCBI Virus, RefSeq, UniProt
Salmonella virus SP126	NC_042066	NCBI Virus, RefSeq
Salmonella virus SP6	NC_004831	NCBI Virus, RefSeq, UniProt
Salmonella virus SPC35	NC_015269	RefSeq
Salmonella virus SPC35	NC_015269	NCBI Virus, RefSeq
Salmonella virus Stitch	NC_027297	NCBI Virus, RefSeq
Salmonella virus ViI	NC_015296	NCBI Virus, RefSeq, UniProt
Salmonella virus VSe12	NC_048794	NCBI Virus, RefSeq
Salmonella virus VSt472	NC_054644	NCBI Virus, RefSeq
Serratia phage 2050H2	NC_047844	RefSeq
Serratia phage BF	NC_041917	RefSeq
Serratia phage CHI14	NC_041996	RefSeq
Serratia phage Eta	NC_021563	Literature
Serratia phage JS26	NC_053012	NCBI Virus, RefSeq
Serratia phage KpYy_1_41	NC_052991	NCBI Virus, RefSeq
Serratia phage Moabite	NC_048792	RefSeq
Serratia phage MTx	NC_048759	RefSeq
Serratia phage Muldoon	NC_049464	RefSeq
Serratia phage MyoSmar	NC_048800	RefSeq
Serratia phage Parlo	NC_048758	RefSeq
Serratia phage PhiZZ30	NC_054938	RefSeq
Serratia phage PS2	NC_024121	RefSeq
Serratia phage SM9-3Y	NC_047774	RefSeq
Serratia phage vB-Sru-IME250	NC_042047	RefSeq
Serratia phage vB_SmaA_3M	NC_048736	RefSeq
Serratia phage vB_SmaM_ 2050HW	NC_048668	RefSeq
Serratia phage X20	NC_055728	NCBI Virus, RefSeq
Shewanella phage Spp001	NC_023594	RefSeq
Shewanella phage SppYZU05	NC_047824	RefSeq
Shewanella sp. phage 1/4	NC_025436	Literature
Shigella phage 75/02 Stx	NC_029120	RefSeq
Shigella phage Ag3	NC_013693	RefSeq
Shigella phage Buco	NC_048174	RefSeq
Shigella phage CM8	NC_054939	RefSeq
Shigella phage DS8	NC_054650	NCBI Virus, RefSeq
Shigella phage EP23	NC_016566	RefSeq
Shigella phage JK16	NC_049814	RefSeq
Shigella phage JK45	NC_054940	RefSeq
Shigella phage MK-13	NC_049455	RefSeq
Shigella phage phi25-307	NC_055734	NCBI Virus, RefSeq
Shigella phage POCJ13	NC_025434	RefSeq
Shigella phage pSb-1	NC_023589	RefSeq
Shigella phage pSf-1	NC_021331	RefSeq
Shigella phage pSf-2	NC_026010	RefSeq
Shigella phage pSs-1	NC_025829	RefSeq
Shigella phage Sd1	NC_047847	RefSeq
Shigella phage Sd1	NC_047847	RefSeq
Shigella phage Sf11 SMD-2017	NC_054636	NCBI Virus, RefSeq
Shigella phage Sf12	NC_047848	RefSeq
Shigella phage Sf12	NC_047848	RefSeq
Shigella phage Sf13	NC_042017	RefSeq
Shigella phage Sf14	NC_042075	RefSeq
Shigella phage Sf17	NC_042076	RefSeq
Shigella phage Sf17	NC_042076	RefSeq
