virus_name	viral_acc	report_host	host_taxid	host_lineage	host_tax_rank	find_name	gcfs	new_gcf	assembly_category	assembly_level
Pseudomonas phage vB_PaeP_C2-10_Ab22	NC_026599	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeP_MAG4	NC_031104	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeP_p2-10_Or1	NC_019813	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeP_PAO1_1-15pyo	NC_047967	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeP_PAO1_Ab05	NC_026602	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeP_PPA-ABTNL	NC_027375	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeP_Tr60_Ab31	NC_023575	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeS_PAO1_Ab18	NC_026594	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeS_PAO1_Ab19	NC_042115	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeS_PAO1_Ab20	LN610585	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeS_PAO1_Ab30	NC_026601	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeS_PM105	NC_028667	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PaeS_SCH_Ab26	NC_024381	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_Pae_BR319a	NC_055793	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_Pae_PS44	NC_028939	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage vB_PsyM_KIL1	NC_030934	Pseudomonas coronafaciens pv. porri	83964	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group	strain	Pseudomonas coronafaciens pv. porri	['GCF_003703265.1', 'GCF_003703225.1', 'GCF_003702895.1', 'GCF_001400915.1']	GCF_003703265.1	Unreference	Scaffold
Pseudomonas phage vB_PsyM_KIL4	NC_042054	Pseudomonas coronafaciens pv. porri	83964	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group	strain	Pseudomonas coronafaciens pv. porri	['GCF_003703265.1', 'GCF_003703225.1', 'GCF_003702895.1', 'GCF_001400915.1']	GCF_003703265.1	Unreference	Scaffold
Pseudomonas phage vB_PsyP_3MF5	NC_054890	Pseudomonas syringae	317	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 1	species	Pseudomonas syringae	['GCF_016694755.2']	GCF_016694755.2	Represent	Complete Genome
Pseudomonas phage YH30	NC_029101	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage YH6	NC_027388	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage YMC/01/01/P52_PAE_BP	JX403939	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage YMC11/02/R656	NC_028657	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage YMC11/06/C171_PPU_BP	NC_030923	Pseudomonas putida	303	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group	species	Pseudomonas putida	['GCF_000412675.1']	GCF_000412675.1	Represent	Complete Genome
Pseudomonas phage ZC01	NC_052965	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage ZC03	NC_048638	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage ZC08	NC_048639	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage Zigelbrucke	NC_041904	Pseudomonas aeruginosa PAO1	208964	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa PAO1	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas phage Zuri	NC_049456	Pseudomonas putida	303	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas putida group	species	Pseudomonas putida	['GCF_000412675.1']	GCF_000412675.1	Represent	Complete Genome
Pseudomonas virus 119X	NC_007807	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus D3	NC_002484	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus D3112	NC_005178	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus DMS3	NC_008717	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus F116	NC_006552	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus H66	NC_042342	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus H66	NC_042342	Pseudomonas aeruginosa PAO1	208964	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa PAO1	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus LPB1	NC_027298	Pseudomonas aeruginosa PAO1	208964	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa PAO1	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus LUZ24	NC_010325	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus LUZ24	NC_010325	Pseudomonas aeruginosa PAO1	208964	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa PAO1	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus M6	NC_007809	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus MP22	NC_009818	Pseudomonas aeruginosa UCBPP-PA14	208963	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa UCBPP-PA14	['GCF_000014625.1']	GCF_000014625.1	Unreference	Complete Genome
Pseudomonas virus MP29	NC_011613	Pseudomonas aeruginosa PA14	652611	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa PA14	['GCF_000404265.1']	GCF_000404265.1	Unreference	Scaffold
Pseudomonas virus MP38	NC_011611	Pseudomonas aeruginosa PA14	652611	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa	strain	Pseudomonas aeruginosa PA14	['GCF_000404265.1']	GCF_000404265.1	Unreference	Scaffold
Pseudomonas virus Pa193	NC_050148	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus PA1KOR	NC_023700	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus PA8P1	NC_048806	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus PaP3	AY078382	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus Pf1	NC_001331	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus Pf1 ERZ-2017	NC_047874	Pseudomonas fluorescens	294	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas fluorescens group	species	Pseudomonas fluorescens	['GCF_019693255.1', 'GCF_013285305.1', 'GCF_900560965.1', 'GCF_003852045.1', 'GCF_003851555.1', 'GCF_002028325.1', 'GCF_001708425.1']	GCF_019693255.1	Represent	Complete Genome
Pseudomonas virus phi6	NC_003714, NC_003715, NC_003716	Pseudomonas savastanoi pv. phaseolicola	319	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas syringae group; Pseudomonas syringae group genomosp. 2	strain	Pseudomonas savastanoi pv. phaseolicola	['GCF_000012205.1']	GCF_000012205.1	Unreference	Complete Genome
Pseudomonas virus phiCTX	NC_003278	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus phiKZ	AF399011	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus PMG1	NC_016765	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Pseudomonas virus Yua	NC_010116	Pseudomonas aeruginosa	287	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group	species	Pseudomonas aeruginosa	['GCF_000006765.1']	GCF_000006765.1	Reference	Complete Genome
Psychrobacter phage pOW20-A	NC_020841	Psychrobacter sp. OW20	728061	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	species	Psychrobacter sp. OW20	['GCF_904848165.1', 'GCF_002208765.2', 'GCF_001606025.1', 'GCF_001298525.1', 'GCF_000012305.1']	GCF_904848165.1	Represent	Complete Genome
Psychrobacter phage Psymv2	NC_023734	Psychrobacter sp. MV2	936347	Bacteria; Proteobacteria; Gammaproteobacteria; Moraxellales; Moraxellaceae; Psychrobacter	species	Psychrobacter sp. MV2	['GCF_904848165.1', 'GCF_002208765.2', 'GCF_001606025.1', 'GCF_001298525.1', 'GCF_000012305.1']	GCF_904848165.1	Represent	Complete Genome
Puniceispirillum phage HMO-2011	NC_021864	Candidatus Puniceispirillum marinum IMCC1322	488538	Bacteria; Proteobacteria; Alphaproteobacteria; SAR116 cluster; Candidatus Puniceispirillum; Candidatus Puniceispirillum marinum	strain	Candidatus Puniceispirillum marinum IMCC1322	['GCF_000024465.1']	GCF_000024465.1	Represent	Complete Genome
Pyrobaculum filamentous virus 1	NC_029548	Pyrobaculum arsenaticum	121277	Archaea; TACK group; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum	species	Pyrobaculum arsenaticum	['GCF_000016385.1']	GCF_000016385.1	Represent	Complete Genome
Pyrobaculum spherical virus	NC_005872	Thermoproteus tenax	2271	Archaea; TACK group; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Thermoproteus	species	Thermoproteus tenax	['GCF_000253055.1']	GCF_000253055.1	Represent	Complete Genome
Pyrobaculum spherical virus	NC_005872	Pyrobaculum sp. D11	266022	Archaea; TACK group; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum	species	Pyrobaculum sp. D11	['GCF_000234805.1', 'GCF_000019805.1', 'GCF_000016385.1', 'GCF_000015805.1', 'GCF_000015205.1', 'GCF_000007225.1']	GCF_000234805.1	Represent	Complete Genome
Pyrococcus abyssi virus 1	NC_009597	Pyrococcus abyssi	29292	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Pyrococcus	species	Pyrococcus abyssi	['GCF_000195935.2']	GCF_000195935.2	Represent	Complete Genome
Ralstonia phage Adzire	NC_054462	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Anchaing	NC_054891	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Bakoly	NC_054463	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Cimandef	NC_054956	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Claudette	NC_054962	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Dina	NC_055026	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage DU_RP_I	NC_047888	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage Eline	NC_054957	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Firinga	NC_054961	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Gamede	NC_054958	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Gerry	NC_054959	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage Gervaise	NC_054963	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage GP4	NC_054964	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage Heva	NC_054960	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage p12J	NC_005131	Ralstonia pickettii	329	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pickettii	['GCF_902374465.1']	GCF_902374465.1	Represent	Scaffold
Ralstonia phage PE226	NC_015297	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage phiAp1	NC_047800	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage phiITL-1	NC_047751	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage phiRSL1	NC_010811	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage phiRSP	NC_054146	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage Raharianne	NC_054955	Ralstonia pseudosolanacearum	1310165	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia pseudosolanacearum	['GCF_003595305.1']	GCF_003595305.1	Represent	Complete Genome
Ralstonia phage RP12	NC_041911	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RPSC1	NC_047982	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RS-PI-1	NC_047816	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RS-PII-1	NC_047804	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage RS138	NC_029107	Ralstonia solanacearum	305	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia	species	Ralstonia solanacearum	['GCF_018243215.1', 'GCF_003595305.1', 'GCF_001663855.1', 'GCF_000954135.1']	GCF_018243215.1	Represent	Complete Genome
Ralstonia phage Rs551	NC_047765	Ralstonia solanacearum UW551	342110	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia solanacearum	strain	Ralstonia solanacearum UW551	['GCF_000167955.1']	GCF_000167955.1	Unreference	Scaffold
