gcf	find_name	assembly_category	assembly_level	find_taxid	find_taxrank	find_lineage
GCF_000344475.3	Pseudomonas syringae pv. actinidiae	Unreference	Complete Genome	103796	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas syringae;t__
GCF_003391255.1	Pseudomonas plecoglossicida	Represent	Complete Genome	70775	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas plecoglossicida;t__
GCF_000014625.1	Pseudomonas aeruginosa UCBPP-PA14	Unreference	Complete Genome	208963	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa;t__Pseudomonas aeruginosa UCBPP-PA14
GCF_000012205.1	Pseudomonas savastanoi pv. phaseolicola	Unreference	Complete Genome	319	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas savastanoi;t__
GCF_000024465.1	Candidatus Puniceispirillum marinum IMCC1322	Represent	Complete Genome	488538	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__Candidatus Puniceispirillum;s__Candidatus Puniceispirillum marinum;t__Candidatus Puniceispirillum marinum IMCC1322
GCF_000016385.1	Pyrobaculum arsenaticum	Represent	Complete Genome	121277	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum;t__
GCF_000253055.1	Thermoproteus tenax	Represent	Complete Genome	2271	species	k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__Thermoproteus tenax;t__
GCF_000195935.2	Pyrococcus abyssi	Represent	Complete Genome	29292	species	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus abyssi;t__
GCF_003595305.1	Ralstonia pseudosolanacearum	Represent	Complete Genome	1310165	species	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pseudosolanacearum;t__
GCF_021117135.1	Ralstonia solanacearum	Represent	Chromosome	305	species	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia solanacearum;t__
GCF_016466415.2	Ralstonia pickettii	Unreference	Complete Genome	329	species	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pickettii;t__
GCF_022354265.1	Raoultella ornithinolytica	Unreference	Complete Genome	54291	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella ornithinolytica;t__
GCF_000346065.1	Sinorhizobium meliloti	Represent	Complete Genome	382	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium meliloti;t__
GCF_002119845.1	Rhizobium etli	Represent	Complete Genome	29449	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium etli;t__
GCF_000092045.1	Rhizobium etli CFN 42	Unreference	Complete Genome	347834	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium etli;t__Rhizobium etli CFN 42
GCF_000816845.1	Rhizobium gallicum	Represent	Complete Genome	56730	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium gallicum;t__
GCF_021391715.1	Rhizobium leguminosarum	Unreference	Complete Genome	384	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum;t__
GCF_000021865.1	Rhodobacter capsulatus	Represent	Complete Genome	1061	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter capsulatus;t__
GCF_003013675.1	Rhodococcus hoagii	Represent	Complete Genome	43767	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus hoagii;t__
GCF_003004765.2	Rhodococcus rhodochrous	Represent	Chromosome	1829	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus rhodochrous;t__
GCF_020542785.1	Rhodococcus opacus	Represent	Complete Genome	37919	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Corynebacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus opacus;t__
GCF_000024845.1	Rhodothermus marinus	Represent	Complete Genome	29549	species	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Rhodothermus;s__Rhodothermus marinus;t__
GCF_002079305.1	Rhodovulum sp. P5	Unreference	Complete Genome	1564506	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum sp. P5;t__
GCF_019552185.1	Riemerella anatipestifer	Represent	Complete Genome	34085	species	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella anatipestifer;t__
GCF_002983865.1	Roseobacter denitrificans	Represent	Complete Genome	2434	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__Roseobacter denitrificans;t__
GCF_000014045.1	Roseobacter denitrificans OCh 114	Unreference	Complete Genome	375451	strain	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__Roseobacter denitrificans;t__Roseobacter denitrificans OCh 114
GCF_003491185.1	Salinibacter ruber	Represent	Complete Genome	146919	species	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__
GCF_000090405.2	Salinibacter ruber M8	Unreference	Complete Genome	761659	strain	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__Salinibacter ruber M8
GCF_011765565.1	Salinivibrio costicola	Unreference	Complete Genome	51367	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio costicola;t__
GCF_020716645.1	Salmonella enterica subsp. enterica serovar Enteritidis	Unreference	Complete Genome	149539	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_020023795.1	Salmonella enterica subsp. enterica serovar Gallinarum	Unreference	Complete Genome	594	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_001173525.2	Salmonella enterica subsp. enterica serovar Typhi	Unreference	Complete Genome	90370	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_003581245.2	Salmonella enterica subsp. enterica serovar Newport	Unreference	Complete Genome	108619	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_006695545.1	Salmonella enterica subsp. enterica serovar Heidelberg	Unreference	Complete Genome	611	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_016452145.1	Salmonella enterica subsp. enterica serovar Anatum	Unreference	Complete Genome	58712	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_001941405.1	Salmonella enterica subsp. enterica serovar Cerro	Unreference	Complete Genome	340188	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_002266085.2	Salmonella enterica subsp. enterica serovar Dublin	Unreference	Complete Genome	98360	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_016454285.1	Salmonella enterica subsp. enterica serovar Choleraesuis	Unreference	Complete Genome	119912	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_002386165.1	Salmonella enterica subsp. enterica serovar Paratyphi A	Unreference	Complete Genome	54388	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_021266445.1	Salmonella enterica subsp. enterica serovar Kentucky	Unreference	Complete Genome	192955	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_009664555.1	Salmonella enterica subsp. enterica serovar Virchow	Unreference	Complete Genome	48409	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_005457265.1	Salmonella enterica subsp. enterica serovar Weltevreden	Unreference	Complete Genome	57743	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_020691705.1	Salmonella enterica subsp. enterica serovar Saintpaul	Unreference	Complete Genome	90105	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_000238455.2	Salmonella enterica subsp. enterica serovar Montevideo	Unreference	Complete Genome	115981	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_900478385.1	Salmonella enterica subsp. enterica serovar Poona	Unreference	Complete Genome	436295	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_008244845.1	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	Unreference	Complete Genome	588858	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. LT2
GCF_002265865.2	Salmonella enterica subsp. enterica serovar Corvallis	Unreference	Complete Genome	593905	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_003872475.1	Salmonella enterica subsp. salamae	Unreference	Complete Genome	59202	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. salamae
GCF_003872565.1	Salmonella enterica subsp. diarizonae	Unreference	Complete Genome	59204	subspecies	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. diarizonae
GCF_016454325.1	Salmonella enterica subsp. enterica serovar Hadar	Unreference	Complete Genome	149385	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_022117515.1	Salmonella enterica subsp. enterica serovar Infantis	Unreference	Complete Genome	595	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_022350005.1	Salmonella enterica subsp. enterica serovar Indiana	Unreference	Complete Genome	286783	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_003606225.1	Salmonella enterica subsp. enterica serovar Pullorum	Unreference	Complete Genome	605	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_004328765.1	Salmonella enterica subsp. enterica serovar Brandenburg	Unreference	Complete Genome	149387	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_014840915.2	Salmonella enterica subsp. enterica serovar Albany	Unreference	Complete Genome	211968	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica
GCF_003516165.1	Serratia marcescens	Represent	Chromosome	615	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia marcescens;t__
GCF_000463345.2	Serratia sp. ATCC 39006	Unreference	Complete Genome	104623	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia sp. ATCC 39006;t__
GCF_016026735.1	Serratia rubidaea	Represent	Complete Genome	61652	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia rubidaea;t__
GCF_016406325.1	Shewanella putrefaciens	Represent	Complete Genome	24	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella putrefaciens;t__
GCF_020511155.1	Shewanella sp. 4	Represent	Complete Genome	1386772	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella sp. 4;t__
GCF_016726285.1	Shigella boydii	Unreference	Complete Genome	621	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella boydii;t__
GCF_022354145.1	Shigella dysenteriae	Unreference	Complete Genome	622	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella dysenteriae;t__
GCF_900004845.1	Sodalis glossinidius str. 'morsitans'	Unreference	Complete Genome	343509	strain	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Bruguierivoracaceae;g__Sodalis;s__Sodalis glossinidius;t__Sodalis glossinidius str. 'morsitans'
GCF_016027095.1	Sphingomonas paucimobilis	Represent	Complete Genome	13689	species	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas paucimobilis;t__
GCF_001886855.1	Spiroplasma citri	Represent	Complete Genome	2133	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma citri;t__
GCF_005222125.1	Spiroplasma melliferum	Unreference	Complete Genome	2134	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma melliferum;t__
GCF_001274875.1	Spiroplasma kunkelii	Represent	Complete Genome	47834	species	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma kunkelii;t__
GCF_000012045.1	Staphylococcus aureus subsp. aureus COL	Unreference	Complete Genome	93062	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus COL
GCF_006094375.1	Staphylococcus epidermidis	Represent	Complete Genome	1282	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__
GCF_000011925.1	Staphylococcus epidermidis RP62A	Unreference	Complete Genome	176279	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;t__Staphylococcus epidermidis RP62A
GCF_001611955.1	Staphylococcus haemolyticus	Represent	Complete Genome	1283	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus;t__
GCF_018732165.1	Staphylococcus aureus subsp. aureus RN4220	Unreference	Complete Genome	561307	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus NCTC 8325
GCF_000009645.1	Staphylococcus aureus subsp. aureus N315	Unreference	Complete Genome	158879	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus N315
GCF_002310435.1	Staphylococcus aureus subsp. aureus str. Newman	Unreference	Complete Genome	426430	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus;t__Staphylococcus aureus subsp. aureus str. Newman
GCF_007814115.1	Staphylococcus saprophyticus	Represent	Complete Genome	29385	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus;t__
GCF_000478385.1	Staphylococcus pseudintermedius E140	Unreference	Chromosome	1266717	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pseudintermedius;t__Staphylococcus pseudintermedius E140
GCF_016126715.1	Staphylococcus pseudintermedius	Represent	Complete Genome	283734	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pseudintermedius;t__
GCF_016725285.1	Staphylococcus pasteuri	Unreference	Complete Genome	45972	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pasteuri;t__
GCF_003812505.1	Staphylococcus hominis	Represent	Complete Genome	1290	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis;t__
GCF_022531845.1	Staphylococcus capitis	Unreference	Complete Genome	29388	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus capitis;t__
GCF_000709415.1	Staphylococcus xylosus	Represent	Complete Genome	1288	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus;t__
GCF_900475405.1	Stenotrophomonas maltophilia	Represent	Complete Genome	40324	species	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia;t__
GCF_903886475.1	Streptococcus thermophilus	Represent	Complete Genome	1308	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus;t__
GCF_000007425.1	Streptococcus pyogenes MGAS315	Unreference	Complete Genome	198466	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;t__Streptococcus pyogenes MGAS315
GCF_900475035.1	Streptococcus pyogenes	Represent	Complete Genome	1314	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes;t__
GCF_009738105.1	Streptococcus mutans	Represent	Complete Genome	1309	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans;t__
GCF_002076835.1	Streptococcus pneumoniae	Represent	Chromosome	1313	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;t__
GCF_001552035.1	Streptococcus agalactiae	Represent	Complete Genome	1311	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae;t__
GCF_015689455.1	Streptococcus equi	Represent	Complete Genome	1336	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equi;t__
GCF_900637025.1	Streptococcus oralis	Represent	Complete Genome	1303	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis;t__
GCF_901544385.1	Streptococcus gordonii	Represent	Complete Genome	1302	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii;t__
GCF_000026745.1	Streptococcus suis	Represent	Complete Genome	1307	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__
GCF_014192895.1	Streptococcus dysgalactiae	Represent	Complete Genome	1334	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus dysgalactiae;t__
GCF_000231905.1	Streptococcus suis D12	Unreference	Complete Genome	1004952	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis D12
GCF_000231865.1	Streptococcus suis SS12	Unreference	Complete Genome	1005041	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis SS12
GCF_000231925.1	Streptococcus suis ST1	Unreference	Complete Genome	1004951	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis;t__Streptococcus suis ST1
GCF_019047825.1	Streptococcus mitis	Unreference	Complete Genome	28037	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis;t__
GCF_000014365.2	Streptococcus pneumoniae D39	Unreference	Complete Genome	373153	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;t__Streptococcus pneumoniae D39
GCF_002900385.1	Streptococcus parauberis	Represent	Complete Genome	1348	species	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parauberis;t__
GCF_000305335.2	Streptococcus salivarius 57.I	Unreference	Complete Genome	1046629	strain	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius;t__Streptococcus salivarius 57.I
GCF_000010605.1	Streptomyces griseus	Represent	Complete Genome	1911	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseus;t__
GCF_000739105.1	Streptomyces lividans	Unreference	Complete Genome	1916	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lividans;t__
GCF_008639165.1	Streptomyces venezuelae ATCC 10712	Unreference	Complete Genome	953739	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__Streptomyces venezuelae ATCC 10712
GCF_014673495.1	Streptomyces griseofuscus	Unreference	Complete Genome	146922	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces griseofuscus;t__
GCF_008704855.1	Streptomyces platensis	Represent	Complete Genome	58346	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces platensis;t__
GCF_013317105.1	Streptomyces coelicolor	Unreference	Complete Genome	1902	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__
GCF_000091305.1	Streptomyces scabiei	Represent	Complete Genome	1930	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces scabiei;t__
GCF_002082605.1	Kitasatospora aureofaciens	Unreference	Complete Genome	1894	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora aureofaciens;t__
GCF_008931305.1	Streptomyces coelicolor A3(2)	Unreference	Complete Genome	100226	strain	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces coelicolor;t__Streptomyces coelicolor A3(2)
GCF_000009765.2	Streptomyces avermitilis	Represent	Complete Genome	33903	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces avermitilis;t__
GCF_001886595.1	Streptomyces venezuelae	Represent	Complete Genome	54571	species	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces venezuelae;t__
