virus_name	refseq_id	virus_taxid	virus_lineage	evidence	host_name	host_taxid	host_lineage	host_rank
Saccharomonospora phage PIS 136	JX006077	182851	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Saccharomonospora phage PIS 136;t__	NCBI Virus, RefSeq	Saccharomonospora sp.	33913	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora sp.;t__	species
Salicola phage CGphi29	NC_020844	754067	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Salicola phage CGphi29;t__	RefSeq	Salicola sp.	1905321	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Salicola;s__Salicola sp.;t__	species
Salinibacter virus M1EM1	NC_042348	2560719	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Holosalinivirus;s__Salinibacter virus M1EM1;t__	NCBI Virus, RefSeq	Salinibacter ruber	146919	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__	species
Salinibacter virus M31CR41-2	NC_042352	2041859	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Kairosalinivirus;s__Salinibacter virus M31CR41-2;t__	NCBI Virus, RefSeq	Salinibacter ruber	146919	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__	species
Salinibacter virus M8CC19	NC_042349	2560720	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Kryptosalinivirus;s__Salinibacter virus M8CC19;t__	NCBI Virus, RefSeq	Salinibacter ruber M8	761659	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__Salinibacter ruber M8	strain
Salinibacter virus M8CR30-2	NC_042350	2041855	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Holosalinivirus;s__Salinibacter virus M8CR30-2;t__	NCBI Virus, RefSeq	Salinibacter ruber M8	761659	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__Salinibacter ruber M8	strain
Salinibacter virus M8CRM1	NC_042351	2560721	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Kryptosalinivirus;s__Salinibacter virus M8CRM1;t__	NCBI Virus, RefSeq	Salinibacter ruber M8	761659	k__Bacteria;p__Bacteroidetes;c__;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber;t__Salinibacter ruber M8	strain
Salinivibrio phage CW02	NC_019540	1161935	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Zobellviridae;g__Salinovirus;s__Salinivibrio virus CW02;t__	RefSeq	Salinivibrio costicola	51367	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio costicola;t__	species
Salinivibrio phage SMHB1	NC_047775	1897436	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Playavirus;s__Salinivibrio virus SMHB1;t__	RefSeq	Salinivibrio sp.	1886796	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Salinivibrio;s__Salinivibrio sp.;t__	species
Salisaeta icosahedral phage 1	NC_017983	1183239	k__Viruses;p__;c__;o__;f__;g__;s__Salisaeta icosahedral phage 1;t__	NCBI Virus, RefSeq	Salisaeta sp. SP9-1	1089709	k__Bacteria;p__Rhodothermaeota;c__Rhodothermia;o__Rhodothermales;f__Salisaetaceae;g__Salisaeta;s__Salisaeta sp. SP9-1;t__	species
Salmonella phage 1-19	NC_048819	2653652	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 1-19;t__	RefSeq	Salmonella enterica subsp. enterica	59201	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	subspecies
Salmonella phage 1-23	NC_048149	2508061	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 123;t__	RefSeq	Salmonella sp.	599	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella sp.;t__	species
Salmonella phage 1-29	NC_048811	2601628	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 1-29;t__	RefSeq	Salmonella enterica subsp. enterica	59201	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	subspecies
Salmonella phage 100268_sal2	NC_031902	1813783	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 100268sal2;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 103203_sal5	NC_031946	1813779	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lederbergvirus;s__Salmonella phage 103203_sal5;t__	NCBI Virus, RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 118970_sal1	NC_031930	1813781	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus 118970sal1;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 118970_sal2	NC_031933	1813782	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 118970sal2;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 118970_sal3	NC_031940	1813771	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__;s__Salmonella phage 118970_sal3;t__	NCBI Virus, RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 118970_sal4	NC_030919	1810705	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lederbergvirus;s__Salmonella phage 118970_sal4;t__	NCBI Virus, RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 2-3	NC_048809	2601697	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 2-3;t__	RefSeq	Salmonella enterica subsp. enterica	59201	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	subspecies
Salmonella phage 3-29	NC_048145	2508069	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus 329;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage 35	NC_048632	1654888	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus 35;t__	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage 36	NC_029071	1654889	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Drexlerviridae;g__Tlsvirus;s__Salmonella virus 36;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage 37	NC_029045	1654890	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus 37;t__	RefSeq	Salmonella enterica subsp. enterica serovar Gallinarum	594	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage 38	NC_029042	1654891	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus 38;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhi	90370	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage 3A_8767	NC_048004	2268591	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Teseptimavirus;s__Salmonella virus 3A8767;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhi	90370	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage 64795_sal3	NC_031918	1813769	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Salmonella phage 64795_sal3;t__	NCBI Virus, RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage 7-11	NC_015938	1054968	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__;s__Salmonella phage 7-11;t__	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Newport	108619	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage aagejoakim	NC_049503	2713273	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus aagejoakim;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Akira	NC_054647	2562461	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Salmonella phage Akira;t__	NCBI Virus	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage Akira	NC_054647	2562461	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__;s__Salmonella phage Akira;t__	RefSeq	Salmonella enterica subsp. enterica	59201	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	subspecies
Salmonella phage allotria	NC_049501	2713274	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus allotria;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage astrithr	NC_048862	2713276	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Astrithrvirus;s__Salmonella virus astrithr;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage atrejo	NC_048872	2713277	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus atrejo;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage barely	NC_049505	2713278	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus barely;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage bastian	NC_048870	2713279	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus bastian;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage bering	NC_049502	2713281	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus bering;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage birk	NC_048864	2713282	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Rosemountvirus;s__Salmonella virus birk;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage bombadil	NC_048866	2713285	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus bombadil;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BP12A	NC_031258	1543199	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Berlinvirus;s__Salmonella virus BP12A;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage BP12B	NC_031271	1543201	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Zindervirus;s__Salmonella virus BP12B;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage BP12C	NC_031228	1543203	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus BP12C;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage BP63	NC_031250	1543205	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Rosemountvirus;s__Salmonella virus BP63;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage BPS11Q3	NC_031925	1857099	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella phage BPS11Q3;t__	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BPS15Q2	NC_031939	1857100	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felixounavirus;s__Salmonella virus BPS15Q2;t__	RefSeq	Salmonella enterica subsp. enterica serovar Heidelberg	611	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BPS17L1	NC_042096	2060122	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felixounavirus;s__Salmonella virus BPS17L1;t__	RefSeq	Salmonella enterica subsp. enterica serovar Shubra	2565028	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BPS17W1	NC_042097	2060124	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felixounavirus;s__Salmonella virus BPS17W1;t__	RefSeq	Salmonella enterica subsp. enterica serovar Shubra	2565028	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BSP101	NC_049382	1958914	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus BSP101;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BSP161	NC_048105	2053015	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Autographiviridae;g__Berlinvirus;s__Salmonella virus BSP161;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage BSPM4	NC_048655	1958913	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus BSPM4;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Det7	NC_027119	454798	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus Det7;t__	RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium	90371	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage dinky	NC_049504	2713292	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Ackermannviridae;g__Kuttervirus;s__Salmonella virus dinky;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Ent1	NC_019539	1163482	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella virus Ent1;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage epsilon15	NC_004775	215158	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Uetakevirus;s__Salmonella virus Epsilon15;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage epsilon15	NC_004775	215158	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Uetakevirus;s__Salmonella virus Epsilon15;t__	UniProt	Salmonella enterica subsp. enterica serovar Anatum	58712	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage epsilon34	NC_011976	348058	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Podoviridae;g__Lederbergvirus;s__Salmonella phage epsilon34;t__	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Anatum	58712	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage f18SE	NC_028698	1611545	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella virus f18SE;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage faergetype	NC_048867	2713297	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Demerecviridae;g__Epseptimavirus;s__Salmonella virus faergetype;t__	RefSeq	Salmonella enterica subsp. enterica serovar Enteritidis	149539	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage Fels-1	NC_010391	128975	k__Viruses;p__;c__;o__;f__;g__;s__Salmonella phage Fels-1;t__	NCBI Virus, RefSeq	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	strain
Salmonella phage FO1a	JF461087	1087480	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Myoviridae;g__Felixounavirus;s__Salmonella virus FelixO1;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage FSL SP-031	NC_021775	1173749	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Cornellvirus;s__Salmonella virus SP31;t__	Literature	Salmonella enterica subsp. enterica serovar Cerro	340188	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage FSL SP-039	KC139514	1173755	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Chivirus;s__Salmonella virus FSLSP030;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
Salmonella phage FSL SP-058	NC_021772	1173761	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__Ithacavirus;s__Salmonella virus FSL SP-058;t__	Literature	Salmonella enterica subsp. enterica serovar Dublin	98360	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage FSL SP-076	NC_021782	1173762	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Schitoviridae;g__Ithacavirus;s__Salmonella virus FSL SP-076;t__	Literature	Salmonella enterica subsp. enterica serovar Dublin	98360	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__Salmonella enterica subsp. enterica	no rank
Salmonella phage FSL SP-101	NC_042065	1173752	k__Viruses;p__Uroviricota;c__Caudoviricetes;o__Caudovirales;f__Siphoviridae;g__Jerseyvirus;s__Salmonella virus SP101;t__	RefSeq	Salmonella enterica	28901	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;t__	species
