host	virus	species_tag	genus_tag
GCF_003581245.2	NC_027339.1	0	0
GCF_003581245.2	NC_049342.1	0	0
GCF_003581245.2	NC_049951.1	0	0
GCF_003581245.2	NC_019720.1	0	0
GCF_003581245.2	NC_001416.1	0	0
GCF_003581245.2	NC_049952.1	0	0
GCF_003581245.2	NC_011356.1	0	0
GCF_003581245.2	NC_049944.1	0	0
GCF_003581245.2	NC_049923.1	0	0
GCF_003581245.2	NC_027984.1	0	0
GCF_003581245.2	NC_004813.1	0	0
GCF_003581245.2	NC_049920.1	0	0
GCF_003581245.2	NC_049921.1	0	0
GCF_003581245.2	NC_041935.1	0	0
GCF_003581245.2	NC_000924.1	0	0
GCF_003581245.2	AP004402.1	0	0
GCF_003581245.2	NC_049925.1	0	0
GCF_003581245.2	NC_049922.1	0	0
GCF_003581245.2	NC_010237.1	0	0
GCF_003581245.2	NC_049942.1	0	0
GCF_003581245.2	NC_049943.1	0	0
GCF_003581245.2	NC_049924.1	0	0
GCF_003581245.2	NC_049945.1	0	0
GCF_003581245.2	NC_049919.1	0	0
GCF_003581245.2	NC_011357.1	0	0
GCF_003581245.2	NC_031129.1	1	1
GCF_003595305.1	NC_055026.1	1	1
GCF_003595305.1	NC_025115.1	0	1
GCF_003595305.1	NC_009382.1	0	1
GCF_003606225.1	NC_010393.1	1	1
GCF_003606225.1	NC_028943.1	0	0
GCF_003606225.1	NC_055844.1	0	0
GCF_003606225.1	NC_055846.1	0	0
GCF_003606225.1	NC_005056.1	0	0
GCF_003606225.1	NC_041848.1	0	0
GCF_003606225.1	KC618326.1	0	0
GCF_003606225.1	NC_049388.1	0	0
GCF_003606225.1	NC_049387.1	0	0
GCF_003606225.1	NC_004745.1	0	0
GCF_003606225.1	NC_022750.1	0	0
GCF_003606225.1	NC_049389.1	0	0
GCF_003606225.1	NC_049385.1	0	0
GCF_003606225.1	NC_028896.1	0	0
GCF_003606225.1	NC_049386.1	0	0
GCF_003606225.1	NC_049390.1	0	0
GCF_003606225.1	NC_055845.1	0	0
GCF_003606225.1	NC_049461.1	0	0
GCF_003606225.1	NC_001895.1	0	0
GCF_003606225.1	AF063097.1	0	0
GCF_003606225.1	NC_049457.1	0	0
GCF_003606225.1	NC_021774.1	1	1
GCF_003606225.1	NC_010392.1	1	1
GCF_003606225.1	NC_010391.1	1	1
GCF_003606225.1	NC_049343.1	0	0
GCF_003606225.1	NC_028699.1	1	1
GCF_003812345.1	NC_019704.1	0	0
GCF_003812345.1	NC_016158.1	0	0
GCF_003812505.1	NC_029025.1	0	1
GCF_003812505.1	NC_028821.1	0	1
GCF_003812925.1	NC_001317.1	0	0
GCF_003812925.1	NC_047833.1	0	0
GCF_003812925.1	NC_029003.2	0	0
GCF_003812925.1	NC_021774.1	0	0
GCF_003812925.1	NC_049450.1	0	1
GCF_003812925.1	NC_049451.1	0	1
GCF_003812925.1	NC_049453.1	0	1
GCF_003812925.1	NC_047817.1	0	1
GCF_003812925.1	NC_049454.1	0	1
GCF_003872565.1	NC_028699.1	1	1
GCF_003872565.1	NC_019545.1	1	1
GCF_003872565.1	NC_010392.1	1	1
GCF_003872565.1	NC_010393.1	1	1
GCF_003872565.1	NC_004313.1	1	1
GCF_003872565.1	NC_005841.1	1	1
GCF_003872565.1	NC_011802.1	1	1
GCF_003872565.1	NC_047875.1	1	1
GCF_004328765.1	NC_010393.1	1	1
GCF_004328765.1	NC_001317.1	0	0
GCF_004328765.1	NC_047833.1	0	0
GCF_004328765.1	NC_010391.1	1	1
GCF_004328765.1	NC_029003.2	1	1
GCF_004328765.1	NC_021774.1	1	1
GCF_004328765.1	NC_028699.1	1	1
GCF_005457265.1	NC_010393.1	1	1
GCF_005457265.1	NC_021774.1	1	1
GCF_005457265.1	NC_029003.2	1	1
GCF_005457265.1	NC_010392.1	1	1
GCF_005457265.1	NC_013059.1	1	1
GCF_005457265.1	NC_010391.1	1	1
GCF_005457265.1	NC_001317.1	0	0
GCF_005457265.1	NC_047833.1	0	0
GCF_005457265.1	NC_042346.1	1	1
GCF_005457265.1	NC_011976.1	1	1
GCF_005457265.1	NC_004313.1	1	1
GCF_005457265.1	NC_019545.1	1	1
GCF_005457265.1	NC_005841.1	1	1
GCF_005457265.1	NC_004348.1	1	1
GCF_005457265.1	NC_028696.2	1	1
GCF_005457265.1	NC_031940.1	1	1
GCF_005457265.1	NC_028699.1	1	1
GCF_005457265.1	NC_005344.1	0	0
GCF_005457265.1	AF547987.1	0	0
GCF_005457265.1	CP000711.1	0	0
GCF_005457265.1	NC_019708.1	0	0
GCF_005457265.1	NC_019705.1	0	0
GCF_005457265.1	NC_002730.1	0	0
GCF_005457265.1	NC_029015.2	1	1
GCF_005457265.1	NC_028701.2	1	1
GCF_005457265.1	NC_027398.1	0	0
GCF_005457265.1	NC_030919.1	1	1
GCF_005457265.1	NC_031946.1	1	1
GCF_005457265.1	NC_016160.1	0	0
GCF_005457265.1	NC_006949.1	1	1
GCF_005457265.1	NC_014900.1	1	1
GCF_005457265.1	NC_047875.1	1	1
GCF_005457265.1	NC_011802.1	1	1
GCF_005457265.1	NC_019501.1	0	0
GCF_005457265.1	NC_019709.1	0	0
GCF_005457265.1	NC_049926.1	0	0
GCF_005457265.1	NC_031019.1	1	1
GCF_005457265.1	BK000583.1	1	1
GCF_005457265.1	AF527608.1	1	1
GCF_005457265.1	NC_049944.1	0	0
GCF_005457265.1	NC_049952.1	0	0
GCF_005457265.1	NC_049942.1	0	0
GCF_005457265.1	NC_049943.1	0	0
GCF_005457265.1	NC_049945.1	0	0
GCF_005457265.1	NC_049955.1	0	0
GCF_005457265.1	NC_027339.1	0	0
GCF_005457265.1	NC_049949.1	0	0
GCF_005457265.1	NC_049947.1	0	0
GCF_005457265.1	NC_049954.1	0	0
GCF_005457265.1	NC_049953.1	0	0
GCF_005457265.1	NC_002167.1	0	0
GCF_005457265.1	NC_019767.1	0	0
GCF_005457265.1	NC_011357.1	0	0
GCF_005457265.1	NC_019710.1	0	0
GCF_005457265.1	NC_049948.1	0	0
GCF_005457265.1	NC_019706.1	0	0
GCF_005457265.1	NC_028685.1	0	0
GCF_005457265.1	NC_049921.1	0	0
GCF_005457265.1	NC_027984.1	0	0
GCF_005457265.1	NC_049920.1	0	0
GCF_005457265.1	NC_008464.1	0	0
GCF_005457265.1	NC_000902.1	0	0
GCF_005457265.1	KJ909655.1	0	0
GCF_005457265.1	NC_041935.1	0	0
GCF_005457265.1	NC_049919.1	0	0
GCF_005457265.1	NC_049925.1	0	0
GCF_005457265.1	NC_004914.3	0	0
GCF_005457265.1	NC_010237.1	0	0
GCF_005457265.1	NC_049924.1	0	0
GCF_006088795.1	NC_001884.1	1	1
GCF_006094295.1	NC_004821.1	1	1
GCF_006094295.1	NC_004820.1	1	1
GCF_006094295.1	NC_028748.2	0	1
GCF_006094295.1	NC_029008.1	1	1
GCF_006094295.1	NC_018277.1	0	0
GCF_006094295.1	NC_048641.1	1	1
GCF_006094295.1	NC_031055.1	1	1
GCF_006094295.1	NC_019502.1	0	1
GCF_006094295.1	NC_048633.1	1	1
GCF_006094295.1	NC_023599.1	0	1
GCF_006094295.1	NC_018085.1	0	1
GCF_006151905.1	NC_028783.1	0	1
GCF_006151905.1	NC_031125.1	0	1
GCF_006151905.1	NC_028911.1	0	1
GCF_006151905.1	NC_048737.1	1	1
GCF_006151905.1	NC_028835.1	0	1
GCF_006151905.1	NC_028888.1	0	1
GCF_006151905.1	NC_048625.1	0	1
GCF_006151905.1	NC_011104.1	1	1
GCF_006151905.1	NC_004112.1	0	1
GCF_006151905.1	NC_005893.1	0	1
GCF_006151905.1	NC_022757.1	0	1
GCF_006151905.1	NC_022756.1	0	1
GCF_006151905.1	NC_048680.1	0	1
GCF_006695545.1	NC_010393.1	1	1
GCF_006695545.1	NC_028943.1	0	0
GCF_006695545.1	NC_055844.1	0	0
GCF_006695545.1	NC_055846.1	0	0
GCF_006695545.1	NC_005056.1	0	0
GCF_006695545.1	NC_041848.1	0	0
GCF_006695545.1	KC618326.1	0	0
GCF_006695545.1	NC_049388.1	0	0
GCF_006695545.1	NC_049387.1	0	0
GCF_006695545.1	NC_004745.1	0	0
GCF_006695545.1	NC_022750.1	0	0
GCF_006695545.1	NC_049389.1	0	0
GCF_006695545.1	NC_049385.1	0	0
GCF_006695545.1	NC_028896.1	0	0
GCF_006695545.1	NC_049386.1	0	0
GCF_006695545.1	NC_049390.1	0	0
GCF_006695545.1	NC_055845.1	0	0
GCF_006695545.1	NC_049461.1	0	0
GCF_006695545.1	NC_001895.1	0	0
GCF_006695545.1	AF063097.1	0	0
GCF_006695545.1	NC_049457.1	0	0
GCF_006695545.1	NC_021774.1	1	1
GCF_006695545.1	NC_010392.1	1	1
GCF_006695545.1	NC_028699.1	1	1
GCF_006695545.1	NC_049343.1	0	0
GCF_006695545.1	NC_004313.1	1	1
GCF_006695545.1	NC_010391.1	1	1
GCF_006695545.1	NC_019545.1	1	1
GCF_006695545.1	NC_031940.1	1	1
GCF_007035645.1	NC_019708.1	0	0
GCF_007035645.1	NC_019721.1	0	0
GCF_007035645.1	NC_049451.1	0	0
GCF_007035645.1	NC_049453.1	0	0
GCF_007035645.1	NC_019769.1	0	0
GCF_007035645.1	NC_049926.1	0	0
GCF_007814115.1	NC_022914.1	1	1
GCF_008244845.1	NC_010393.1	1	1
GCF_008244845.1	NC_010392.1	1	1
GCF_008244845.1	NC_004313.1	1	1
GCF_008244845.1	NC_031940.1	1	1
GCF_008244845.1	NC_019545.1	1	1
GCF_008244845.1	NC_022749.1	0	0
GCF_008244845.1	NC_027339.1	0	0
GCF_008244845.1	NC_021857.1	0	0
GCF_008244845.1	NC_028699.1	1	1
GCF_008244845.1	NC_010391.1	1	1
GCF_008244845.1	NC_029015.2	1	1
GCF_008244845.1	NC_028701.2	1	1
GCF_008244845.1	NC_010463.1	1	1
GCF_008244845.1	NC_047875.1	1	1
GCF_008244845.1	NC_005841.1	1	1
GCF_008244845.1	NC_011802.1	1	1
GCF_008244845.1	NC_047753.1	1	1
GCF_008244845.1	NC_019704.1	0	0
GCF_008244845.1	NC_031129.1	1	1
GCF_008632635.1	NC_019541.1	1	1
GCF_008632635.1	NC_041866.1	1	1
GCF_008727195.1	NC_011357.1	1	1
GCF_008727195.1	NC_049944.1	1	1
GCF_008727195.1	NC_049942.1	1	1
GCF_008727195.1	NC_011356.1	1	1
GCF_008727195.1	NC_049945.1	1	1
GCF_008727195.1	NC_049943.1	1	1
GCF_008727195.1	NC_049953.1	1	1
GCF_008727195.1	NC_049954.1	1	1
GCF_008727195.1	NC_049941.1	1	1
GCF_008727195.1	NC_004813.1	1	1
GCF_008727195.1	NC_049951.1	1	1
GCF_008727195.1	NC_049949.1	1	1
GCF_008727195.1	NC_042057.1	1	1
GCF_008727195.1	NC_001416.1	1	1
GCF_008727195.1	NC_049955.1	1	1
GCF_008727195.1	NC_019723.1	1	1
GCF_008727195.1	NC_019716.1	1	1
GCF_008727195.1	NC_019711.1	1	1
GCF_008727195.1	NC_049947.1	1	1
GCF_008727195.1	NC_049952.1	1	1
GCF_008727195.1	NC_028943.1	1	1
GCF_008727195.1	NC_009514.1	1	1
GCF_008727195.1	KF030445.1	1	1
GCF_008727195.1	NC_049946.1	1	1
GCF_008727195.1	NC_055846.1	0	0
GCF_008727195.1	NC_055844.1	0	0
GCF_008727195.1	NC_049388.1	1	1
GCF_008727195.1	NC_041848.1	1	1
GCF_008727195.1	KC618326.1	1	1
GCF_008727195.1	NC_049385.1	1	1
GCF_008727195.1	NC_049387.1	1	1
GCF_008727195.1	NC_005056.1	1	1
GCF_008727195.1	NC_004745.1	0	0
GCF_008727195.1	NC_049389.1	1	1
GCF_008727195.1	NC_049386.1	1	1
GCF_008727195.1	NC_028896.1	1	1
GCF_008727195.1	NC_022750.1	1	1
GCF_008727195.1	NC_049390.1	1	1
GCF_008727195.1	NC_001895.1	1	1
GCF_008727195.1	AF063097.1	1	1
GCF_008727195.1	NC_055845.1	0	0
GCF_008727195.1	NC_049461.1	1	1
GCF_008727195.1	NC_049948.1	1	1
GCF_008727195.1	NC_041935.1	1	1
GCF_008727195.1	NC_049919.1	1	1
GCF_008727195.1	NC_004914.3	1	1
GCF_008727195.1	NC_049457.1	1	1
GCF_008727195.1	NC_004913.3	1	1
GCF_008727195.1	NC_049920.1	1	1
GCF_008727195.1	NC_049925.1	1	1
GCF_008727195.1	NC_000902.1	1	1
GCF_008727195.1	KJ909655.1	1	1
GCF_008727195.1	NC_000924.1	1	1
GCF_008727195.1	NC_049921.1	1	1
GCF_008727195.1	NC_010237.1	1	1
GCF_008727195.1	AP004402.1	1	1
GCF_008727195.1	NC_049924.1	1	1
GCF_008727195.1	NC_027984.1	1	1
GCF_008727195.1	NC_049343.1	1	1
GCF_008727195.1	NC_049391.1	1	1
GCF_008727195.1	NC_028449.1	1	1
GCF_008727195.1	NC_026014.1	1	1
GCF_008727195.1	NC_049923.1	1	1
GCF_008727195.1	NC_049922.1	1	1
GCF_008727195.1	NC_049918.1	1	1
GCF_008727195.1	NC_028656.1	1	1
GCF_008727195.1	NC_049344.1	1	1
GCF_008727195.1	NC_049341.1	1	1
GCF_008727195.1	NC_027339.1	0	0
GCF_008727195.1	NC_021774.1	0	0
GCF_008727195.1	NC_028685.1	0	0
GCF_008727195.1	NC_025434.1	0	0
GCF_008727195.1	NC_008464.1	1	1
GCF_008727195.1	NC_019442.1	1	1
GCF_008727195.1	NC_002167.1	1	1
GCF_008727195.1	NC_019767.1	1	1
GCF_008727195.1	NC_049917.1	1	1
GCF_008727195.1	NC_029120.1	0	0
GCF_008727195.1	NC_019714.1	1	1
GCF_008727195.1	NC_019720.1	1	1
GCF_008727195.1	NC_019715.1	1	1
GCF_008727195.1	NC_028660.1	1	1
GCF_008727195.1	NC_027398.1	0	0
GCF_008727195.1	NC_019768.1	1	1
GCF_008727195.1	CP000711.1	1	1
GCF_008727195.1	NC_019710.1	1	1
GCF_008727195.1	NC_049926.1	1	1
GCF_008727195.1	NC_003356.1	1	1
GCF_008727195.1	NC_005841.1	0	0
GCF_008727195.1	NC_030919.1	0	0
GCF_008727195.1	NC_005344.1	0	0
GCF_008727195.1	AF547987.1	0	0
GCF_008727195.1	NC_031946.1	0	0
GCF_008727195.1	NC_002166.1	1	1
GCF_008727195.1	NC_019501.1	1	1
GCF_008727195.1	NC_002730.1	1	1
GCF_008727195.1	NC_019706.1	1	1
GCF_008727195.1	NC_049342.1	1	1
GCF_008727195.1	NC_019705.1	1	1
GCF_008727195.1	NC_016160.1	1	1
GCF_008727195.1	NC_042346.1	0	0
GCF_008727195.1	NC_011802.1	0	0
GCF_008727195.1	NC_047875.1	0	0
GCF_008727195.1	NC_014900.1	0	0
GCF_008727195.1	NC_019709.1	1	1
GCF_008727195.1	NC_019769.1	1	1
GCF_008727195.1	NC_019445.1	1	1
GCF_008727195.1	NC_019704.1	1	1
GCF_008727195.1	NC_013059.1	0	0
GCF_008727195.1	NC_022749.1	0	0
GCF_008727195.1	NC_011976.1	0	0
GCF_009664555.1	NC_010392.1	1	1
GCF_009664555.1	NC_047753.1	1	1
GCF_009664555.1	NC_010463.1	1	1
GCF_009664555.1	NC_019488.1	1	1
GCF_009664555.1	NC_049449.1	0	0
GCF_009664555.1	NC_010393.1	1	1
GCF_009664555.1	NC_049452.1	0	0
GCF_009664555.1	NC_047818.1	0	0
GCF_009664555.1	NC_049342.1	0	0
GCF_009664555.1	NC_019545.1	1	1
GCF_009664555.1	NC_010391.1	1	1
GCF_009664555.1	NC_028699.1	1	1
GCF_009664555.1	NC_004313.1	1	1
GCF_009664555.1	NC_031940.1	1	1
GCF_009664555.1	NC_031129.1	1	1
GCF_009734005.1	NC_024356.1	1	1
GCF_009734005.1	NC_029026.1	0	1
GCF_009734005.1	MN854830.2	0	1
GCF_009734005.1	NC_027335.1	0	1
GCF_009734005.1	MK721192.1	0	1
GCF_013085165.1	NC_003313.1	1	1
GCF_013085165.1	AF125163.2	1	1
GCF_013085165.1	NC_022747.1	1	1
GCF_013113775.1	NC_029008.1	1	1
GCF_013317105.1	NC_005856.1	0	0
GCF_013317105.1	NC_001978.3	1	1
GCF_013317105.1	NC_031129.1	0	0
GCF_013317105.1	NC_042128.1	0	0
GCF_013317105.1	KF030445.1	0	0
GCF_013317105.1	NC_049925.1	0	0
GCF_013317105.1	NC_049922.1	0	0
GCF_013317105.1	NC_027984.1	0	0
GCF_013372085.1	NC_019541.1	1	1
GCF_013372085.1	NC_041866.1	1	1
GCF_013374815.1	NC_021857.1	0	1
GCF_013374815.1	NC_003444.1	0	1
GCF_013374815.1	NC_049953.1	0	0
GCF_013374815.1	NC_019723.1	0	0
GCF_013374815.1	NC_019711.1	0	0
GCF_013374815.1	NC_042057.1	0	0
GCF_013374815.1	NC_049951.1	0	0
GCF_013374815.1	NC_049955.1	0	0
GCF_013374815.1	NC_001416.1	0	0
GCF_013374815.1	NC_027339.1	0	1
GCF_013374815.1	NC_049949.1	0	0
GCF_013374815.1	NC_049954.1	0	0
GCF_013374815.1	NC_022749.1	0	1
GCF_013374815.1	NC_049947.1	0	0
GCF_013374815.1	NC_049952.1	0	0
GCF_013374815.1	NC_049948.1	0	0
GCF_013374815.1	NC_049946.1	0	0
GCF_013374815.1	NC_009514.1	0	0
GCF_013374815.1	NC_019716.1	0	0
GCF_013374815.1	NC_004313.1	0	0
GCF_013374815.1	NC_031940.1	0	0
GCF_013374815.1	NC_049941.1	0	0
GCF_013374815.1	KF030445.1	0	0
GCF_013374815.1	NC_049942.1	0	0
GCF_013374815.1	NC_041848.1	0	0
GCF_013374815.1	KC618326.1	0	0
GCF_013374815.1	NC_049945.1	0	0
GCF_013374815.1	NC_049944.1	0	0
GCF_013374815.1	NC_028943.1	0	0
GCF_013374815.1	NC_011357.1	0	0
GCF_013374815.1	NC_011356.1	0	0
GCF_013374815.1	NC_049943.1	0	0
GCF_013374815.1	NC_004813.1	0	0
GCF_013374815.1	NC_030919.1	0	0
GCF_013374815.1	NC_002167.1	0	0
GCF_013374815.1	NC_019768.1	0	0
GCF_014070455.1	NC_053174.1	0	1
GCF_014070455.1	NC_048185.1	0	1
GCF_014070455.1	NC_053173.1	0	1
GCF_014070455.1	NC_055798.1	0	1
GCF_014070455.1	NC_055857.1	0	1
GCF_014070455.1	NC_055799.1	0	1
GCF_014070455.1	NC_031052.1	0	1
GCF_014070455.1	NC_055920.1	0	1
GCF_014070455.1	NC_055861.1	0	1
GCF_014070455.1	NC_055843.1	0	1
GCF_014070455.1	NC_055810.1	0	1
GCF_014070455.1	NC_055796.1	0	1
GCF_014070455.1	NC_055805.1	0	1
GCF_014070455.1	NC_055795.1	0	1
GCF_014070455.1	NC_030913.1	0	1
GCF_014070455.1	NC_055765.1	0	1
GCF_014070455.1	NC_055751.1	0	1
GCF_014070455.1	NC_055752.1	0	1
GCF_014070455.1	NC_055797.1	0	1
GCF_014070455.1	NC_055816.1	0	1
GCF_014070455.1	NC_055785.1	0	1
GCF_014070455.1	NC_055804.1	0	1
GCF_014262945.1	NC_049954.1	1	1
GCF_014262945.1	NC_049948.1	1	1
GCF_014262945.1	NC_049949.1	1	1
GCF_014262945.1	NC_049951.1	1	1
GCF_014262945.1	NC_042057.1	1	1
GCF_014262945.1	NC_049953.1	1	1
GCF_014262945.1	NC_019723.1	1	1
GCF_014262945.1	NC_001416.1	1	1
GCF_014262945.1	NC_019711.1	1	1
GCF_014262945.1	NC_049947.1	1	1
GCF_014262945.1	NC_047818.1	0	0
GCF_014262945.1	NC_049946.1	1	1
GCF_014262945.1	NC_049955.1	1	1
GCF_014262945.1	NC_049449.1	0	0
GCF_014262945.1	NC_049342.1	1	1
GCF_014262945.1	NC_049952.1	1	1
GCF_014262945.1	NC_049452.1	0	0
GCF_014262945.1	NC_019488.1	0	0
GCF_014262945.1	NC_004813.1	1	1
GCF_014262945.1	NC_009514.1	1	1
GCF_014262945.1	NC_011357.1	1	1
GCF_014262945.1	NC_049943.1	1	1
GCF_014262945.1	NC_049942.1	1	1
GCF_014262945.1	NC_027339.1	0	0
GCF_014262945.1	NC_019716.1	1	1
GCF_014262945.1	NC_049944.1	1	1
GCF_014262945.1	NC_011356.1	1	1
GCF_014262945.1	NC_004914.3	1	1
GCF_014262945.1	NC_022749.1	0	0
GCF_014262945.1	NC_004913.3	1	1
GCF_014262945.1	NC_041935.1	1	1
GCF_014262945.1	NC_003444.1	0	0
GCF_014262945.1	KJ909655.1	1	1
GCF_014262945.1	NC_049921.1	1	1
GCF_014262945.1	NC_000924.1	1	1
GCF_014262945.1	NC_049920.1	1	1
GCF_014262945.1	NC_000902.1	1	1
GCF_014262945.1	NC_049945.1	1	1
GCF_014262945.1	NC_049925.1	1	1
GCF_014262945.1	AP004402.1	1	1
GCF_014262945.1	NC_027984.1	1	1
GCF_014262945.1	NC_021857.1	0	0
GCF_014262945.1	NC_010237.1	1	1
GCF_014262945.1	NC_049924.1	1	1
GCF_014262945.1	NC_049941.1	1	1
GCF_014262945.1	NC_008464.1	1	1
GCF_014262945.1	NC_049919.1	1	1
GCF_014262945.1	NC_019710.1	1	1
GCF_014262945.1	NC_049923.1	1	1
GCF_014262945.1	KF030445.1	1	1
GCF_014262945.1	NC_049922.1	1	1
GCF_014262945.1	NC_027398.1	0	0
GCF_014262945.1	NC_019501.1	1	1
GCF_014262945.1	NC_019767.1	1	1
GCF_014262945.1	NC_049926.1	1	1
GCF_014262945.1	NC_002167.1	1	1
GCF_014262945.1	NC_005344.1	0	0
GCF_014262945.1	AF547987.1	0	0
GCF_014262945.1	NC_019706.1	1	1
GCF_014262945.1	NC_029120.1	0	0
GCF_014262945.1	NC_025434.1	0	0
GCF_014262945.1	NC_028449.1	1	1
GCF_014262945.1	NC_028656.1	1	1
GCF_014262945.1	NC_002371.2	0	0
GCF_014262945.1	BK000583.1	0	0
GCF_014262945.1	AF527608.1	0	0
GCF_014262945.1	NC_031019.1	0	0
GCF_014262945.1	NC_030919.1	0	0
GCF_014262945.1	NC_031940.1	0	0
GCF_014262945.1	NC_019720.1	1	1
GCF_014262945.1	NC_019705.1	1	1
GCF_014262945.1	NC_004348.1	0	0
GCF_014262945.1	NC_031946.1	0	0
GCF_014262945.1	NC_005841.1	0	0
GCF_014262945.1	NC_014900.1	0	0
GCF_014262945.1	NC_011802.1	0	0
GCF_014263375.1	NC_049449.1	0	0
GCF_014263375.1	NC_047818.1	0	0
GCF_014263375.1	NC_049452.1	0	0
GCF_014263375.1	NC_049342.1	1	1
GCF_014263375.1	NC_049949.1	1	1
GCF_014263375.1	NC_049954.1	1	1
GCF_014263375.1	NC_049955.1	1	1
GCF_014263375.1	NC_049946.1	1	1
GCF_014263375.1	NC_049948.1	1	1
GCF_014263375.1	NC_047753.1	0	0
GCF_014263375.1	NC_049947.1	1	1
GCF_014263375.1	NC_049953.1	1	1
GCF_014263375.1	NC_019488.1	0	0
GCF_014263375.1	NC_010463.1	0	0
GCF_014263375.1	NC_049454.1	0	0
GCF_014263375.1	NC_042057.1	1	1
GCF_014263375.1	NC_027339.1	0	0
GCF_014263375.1	NC_009514.1	1	1
GCF_014263375.1	NC_028943.1	1	1
GCF_014263375.1	NC_041848.1	1	1
GCF_014263375.1	KC618326.1	1	1
GCF_014263375.1	NC_049951.1	1	1
GCF_014263375.1	NC_019723.1	1	1
GCF_014263375.1	NC_022749.1	0	0
GCF_014263375.1	NC_019711.1	1	1
GCF_014263375.1	NC_001416.1	1	1
GCF_014263375.1	NC_049952.1	1	1
GCF_014263375.1	NC_049945.1	1	1
GCF_014263375.1	NC_049942.1	1	1
GCF_014263375.1	NC_019716.1	1	1
GCF_014263375.1	NC_030919.1	0	0
GCF_014263375.1	NC_049944.1	1	1
GCF_014263375.1	NC_002167.1	1	1
GCF_014263375.1	NC_049943.1	1	1
GCF_014263375.1	NC_011357.1	1	1
GCF_014263375.1	NC_019768.1	1	1
GCF_014263375.1	NC_027984.1	1	1
GCF_014263375.1	NC_019704.1	1	1
GCF_014263375.1	NC_004913.3	1	1
GCF_014263375.1	KJ909655.1	1	1
GCF_014263375.1	NC_000924.1	1	1
GCF_014263375.1	NC_004914.3	1	1
GCF_014263375.1	NC_010237.1	1	1
GCF_014263375.1	NC_049924.1	1	1
GCF_014263375.1	NC_011356.1	1	1
GCF_014263375.1	NC_049921.1	1	1
GCF_014263375.1	NC_049920.1	1	1
GCF_014263375.1	NC_004813.1	1	1
GCF_014263375.1	NC_049941.1	1	1
GCF_014263375.1	NC_000902.1	1	1
GCF_014263375.1	NC_008464.1	1	1
GCF_014263375.1	NC_049919.1	1	1
GCF_014263375.1	AP004402.1	1	1
GCF_014263375.1	NC_041935.1	1	1
GCF_014263375.1	NC_049925.1	1	1
GCF_014263375.1	NC_049922.1	1	1
GCF_014263375.1	NC_005856.1	1	1
GCF_014263375.1	NC_042128.1	1	1
GCF_014623425.1	NC_004813.1	1	1
GCF_014623425.1	NC_049941.1	1	1
GCF_014623425.1	NC_011357.1	1	1
GCF_014623425.1	NC_049944.1	1	1
GCF_014623425.1	NC_049942.1	1	1
GCF_014623425.1	NC_049945.1	1	1
GCF_014623425.1	NC_049955.1	1	1
GCF_014623425.1	NC_049943.1	1	1
GCF_014623425.1	NC_011356.1	1	1
GCF_014623425.1	NC_019716.1	1	1
GCF_014623425.1	NC_049947.1	1	1
GCF_014623425.1	NC_049952.1	1	1
GCF_014623425.1	NC_049953.1	1	1
GCF_014623425.1	KF030445.1	1	1
GCF_014623425.1	NC_049341.1	1	1
GCF_014623425.1	NC_009514.1	1	1
GCF_014623425.1	NC_026014.1	1	1
GCF_014623425.1	NC_049391.1	1	1
GCF_014623425.1	NC_049344.1	1	1
GCF_014623425.1	NC_049954.1	1	1
GCF_014623425.1	NC_049457.1	1	1
GCF_014623425.1	NC_055845.1	0	0
GCF_014623425.1	NC_019723.1	1	1
GCF_014623425.1	NC_049951.1	1	1
GCF_014623425.1	NC_001895.1	1	1
GCF_014623425.1	AF063097.1	1	1
GCF_014623425.1	NC_055846.1	0	0
GCF_014623425.1	NC_001416.1	1	1
GCF_014623425.1	NC_049390.1	1	1
GCF_014623425.1	NC_042057.1	1	1
GCF_014623425.1	NC_019711.1	1	1
GCF_014623425.1	NC_004745.1	0	0
GCF_014623425.1	NC_005056.1	1	1
GCF_014623425.1	NC_055844.1	0	0
GCF_014623425.1	NC_049387.1	1	1
GCF_014623425.1	NC_049949.1	1	1
GCF_014623425.1	NC_028943.1	1	1
GCF_014623425.1	NC_049461.1	1	1
GCF_014623425.1	NC_041848.1	1	1
GCF_014623425.1	KC618326.1	1	1
GCF_014623425.1	NC_049388.1	1	1
GCF_014623425.1	NC_049389.1	1	1
GCF_014623425.1	NC_049385.1	1	1
GCF_014623425.1	NC_022750.1	1	1
GCF_014623425.1	NC_028896.1	1	1
GCF_014623425.1	NC_049386.1	1	1
GCF_014623425.1	NC_049948.1	1	1
GCF_014623425.1	NC_049343.1	1	1
GCF_014623425.1	NC_049946.1	1	1
GCF_014623425.1	NC_041935.1	1	1
GCF_014623425.1	NC_049923.1	1	1
GCF_014623425.1	NC_028449.1	1	1
GCF_014623425.1	NC_028656.1	1	1
GCF_014623425.1	NC_049922.1	1	1
GCF_014623425.1	NC_004914.3	1	1
GCF_014623425.1	NC_021774.1	0	0
GCF_014623425.1	NC_004913.3	1	1
GCF_014623425.1	KJ909655.1	1	1
GCF_014623425.1	NC_000902.1	1	1
GCF_014623425.1	NC_010237.1	1	1
GCF_014623425.1	NC_027984.1	1	1
GCF_014623425.1	NC_049918.1	1	1
GCF_014623425.1	NC_000924.1	1	1
GCF_014623425.1	NC_049924.1	1	1
GCF_014623425.1	AP004402.1	1	1
GCF_014623425.1	NC_019442.1	1	1
