viral_acc	virus_name	report_host	corrected_name	find_name	gcfs	new_gcf	assembly_category	assembly_level	tax_ranks
NC_031266	Mycobacterium phage Phrann	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022329	Mycobacterium phage PhrostyMug	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021309	Mycobacterium phage Phrux	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024368	Mycobacterium phage Pinto	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028965	Mycobacterium phage Pioneer	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042055	Mycobacterium phage Pipsqueaks	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028794	Mycobacterium phage Piro94	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023737	Mycobacterium phage Pleione	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028681	Mycobacterium phage Pops	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028961	Mycobacterium phage PopTart	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028751	Mycobacterium phage Quico	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022330	Mycobacterium phage Quink	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023730	Mycobacterium phage Redi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022066	Mycobacterium phage Redno2	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022064	Mycobacterium phage Reprobate	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041971	Mycobacterium phage Rey	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023609	Mycobacterium phage RhynO	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023710	Mycobacterium phage RidgeCB	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042036	Mycobacterium phage Rockstar	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028810	Mycobacterium phage Rufus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023580	Mycobacterium phage Saal	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022324	Mycobacterium phage SarFire	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026589	Mycobacterium phage Sbash	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024136	Mycobacterium phage Seabiscuit	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028813	Mycobacterium phage Seagreen	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041993	Mycobacterium phage Sebata	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042033	Mycobacterium phage Send513	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028932	Mycobacterium phage Serenity	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021307	Mycobacterium phage Severus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041989	Mycobacterium phage Shauna1	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028846	Mycobacterium phage ShedlockHolmes	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028914	Mycobacterium phage Sheen	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041988	Mycobacterium phage ShiLan	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031261	Mycobacterium phage Shipwreck	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028674	Mycobacterium phage ShiVal	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041987	Mycobacterium phage SirDuracell	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021301	Mycobacterium phage SiSi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041882	Mycobacterium phage SkinnyPete	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023748	Mycobacterium phage SkiPole	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028860	Mycobacterium phage Smeadley	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031102	Mycobacterium phage Sneeze	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028778	Mycobacterium phage Snenia	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011267	Mycobacterium phage Solon	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_025438	Mycobacterium phage Soto	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028654	Mycobacterium phage Sparkdehlily	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026597	Mycobacterium phage Sparky	Mycobacteruim smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041986	Mycobacterium phage Spartacus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026588	Mycobacterium phage Squirty	Mycobacteruim smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023741	Mycobacterium phage Stinger	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023563	Mycobacterium phage Suffolk	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_029043	Mycobacterium phage SweetiePie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028912	Mycobacterium phage Swirley	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028658	Mycobacterium phage Swish	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041985	Mycobacterium phage Switzer	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_017973	Mycobacterium phage SWU1	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_025433	Mycobacterium phage Taj	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028784	Mycobacterium phage Tasp14	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028960	Mycobacterium phage Theia	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028828	Mycobacterium phage TheloniousMonk	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023738	Mycobacterium phage Thibault	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028757	Mycobacterium phage Tiffany	Mycobacterum smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041984	Mycobacterium phage Tiger	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041983	Mycobacterium phage Timshel	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031080	Mycobacterium phage Tonenili	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041888	Mycobacterium phage Tortellini	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028906	Mycobacterium phage Toto	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_026591	Mycobacterium phage Trike	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023731	Mycobacterium phage Trixie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_011285	Mycobacterium phage Troll4	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022062	Mycobacterium phage Trouble	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023707	Mycobacterium phage Turbido	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028941	Mycobacterium phage Turj99	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_041982	Mycobacterium phage Twister	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_027985	Mycobacterium phage UncleHowie	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028802	Mycobacterium phage UnionJack	Mycobacterum smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023498	Mycobacterium phage Validus	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022060	Mycobacterium phage Velveteen	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028934	Mycobacterium phage Vincenzo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023695	Mycobacterium phage Violet	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023727	Mycobacterium phage Vista	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_029077	Mycobacterium phage VohminGhazi	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028801	Mycobacterium phage Vortex	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022067	Mycobacterium phage Wanda	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_014901	Mycobacterium phage Wee	Mycobacterium smegmatis mc2155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022070	Mycobacterium phage Wheeler	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022052	Mycobacterium phage Whirlwind	Mycobacterium smegamtis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023709	Mycobacterium phage Wile	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_021334	Mycobacterium phage WIVsmall	mycobacterium smegmatis mc2 155	mycobacterium smegmatis mc2 155	mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_031243	Mycobacterium phage Xeno	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_028910	Mycobacterium phage XFactor	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_022985	Mycobacterium phage Zaka	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042035	Mycobacterium phage Zemanar	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_024147	Mycobacterium phage ZoeJ	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023701	Mycobacterium virus Acadian	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023716	Mycobacterium virus Alma	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042031	Mycobacterium virus Anaya	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_014458	Mycobacterium virus Angelica	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042339	Mycobacterium virus Arturo	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042337	Mycobacterium virus Astro	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023698	Mycobacterium virus Avani	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_023697	Mycobacterium virus Babsiella	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
NC_042308	Mycobacterium virus Backyardigan	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	Mycobacterium smegmatis mc2 155	['GCF_000767605.1', 'GCF_000283295.1', 'GCF_000015005.1']	GCF_000767605.1	Unreference	Complete Genome	strain
