virus	host
NC_019931	NC_017374
NC_019931	NC_017375
NC_019931	NC_017376
NC_019931	NC_017378
NC_019931	NC_017379
NC_019931	NC_017381
NC_019931	NC_017367
NC_019931	NC_017733
NC_019931	NC_017739
NC_019931	NC_017740
NC_019931	NC_017741
NC_019931	NC_017742
NC_019931	NC_017382
NC_019931	NC_017926
NC_019931	NC_018937
NC_019931	NC_018939
NC_019931	NC_018938
NC_019931	NC_019560
NC_019931	NC_019563
NC_019931	NC_020508
NC_019931	NC_020509
NC_019931	NC_014555
NC_019931	NC_014560
NC_019931	NC_017063
NC_019931	NC_010698
NC_019931	NC_017355
NC_019931	NC_022130
NC_019931	NC_021217
NC_019931	NC_021218
NC_019931	NC_021215
NC_019931	NC_021216
NC_019931	NC_021882
NC_019931	NC_022886
NC_019931	NC_022911
NC_019931	NC_000915
NC_019931	NC_000921
NC_019932	NC_013961
NC_019932	NC_013971
NC_019933	NC_020815
NC_019933	NC_003919
NC_019934	NC_009778
NC_019934	NC_017933
NC_019934	NC_020260
NC_019934	NC_023032
NC_019935	NC_008463
NC_019935	NC_009656
NC_019935	NC_011770
NC_019935	NC_017548
NC_019935	NC_020912
NC_019935	NC_021577
NC_019935	NC_017549
NC_019935	NC_018080
NC_019935	NC_022806
NC_019935	NC_022808
NC_019935	NC_023019
NC_019935	NC_023066
NC_019935	NC_023149
NC_019935	NC_002516
NC_020080	NC_012731
NC_020080	NC_018522
NC_020080	NC_017540
NC_020080	NC_009648
NC_020080	NC_011283
NC_020080	NC_022082
NC_020080	NC_022566
NC_020080	NC_016845
NC_020081	NC_009848
NC_020197	NC_017563
NC_020197	NC_017581
NC_020197	NC_017927
NC_020197	NC_008532
NC_020197	NC_006449
NC_020197	NC_006448
NC_020201	NC_004547
NC_020204	NC_012731
NC_020204	NC_018522
NC_020204	NC_017540
NC_020204	NC_009648
NC_020204	NC_011283
NC_020204	NC_022082
NC_020204	NC_022566
NC_020204	NC_016845
NC_020205	NC_020815
NC_020205	NC_003919
NC_020414	NC_010067
NC_020414	NC_010102
NC_020414	NC_011080
NC_020414	NC_011083
NC_020414	NC_011094
NC_020414	NC_011149
NC_020414	NC_011147
NC_020414	NC_011205
NC_020414	NC_011274
NC_020414	NC_011294
NC_020414	NC_012125
NC_020414	NC_016856
NC_020414	NC_016810
NC_020414	NC_016831
NC_020414	NC_016860
NC_020414	NC_016863
NC_020414	NC_016857
NC_020414	NC_017046
NC_020414	NC_017623
NC_020414	NC_020307
NC_020414	NC_021151
NC_020414	NC_021176
NC_020414	NC_021902
NC_020414	NC_021984
NC_020414	NC_006511
NC_020414	NC_016832
NC_020414	NC_022569
NC_020414	NC_021810
NC_020414	NC_021820
NC_020414	NC_021844
NC_020414	NC_021812
NC_020414	NC_021814
NC_020414	NC_021818
NC_020414	NC_022544
NC_020414	NC_022525
NC_020414	NC_022991
NC_020414	NC_022221
NC_020414	NC_003197
NC_020414	NC_003198
NC_020414	NC_004631
NC_020414	NC_006905
NC_020416	NC_010067
NC_020416	NC_010102
NC_020416	NC_011080
NC_020416	NC_011083
NC_020416	NC_011094
NC_020416	NC_011149
NC_020416	NC_011147
NC_020416	NC_011205
NC_020416	NC_011274
NC_020416	NC_011294
NC_020416	NC_012125
NC_020416	NC_016856
NC_020416	NC_016810
NC_020416	NC_016831
NC_020416	NC_016860
NC_020416	NC_016863
NC_020416	NC_016857
NC_020416	NC_017046
NC_020416	NC_017623
NC_020416	NC_020307
NC_020416	NC_021151
NC_020416	NC_021176
NC_020416	NC_021902
NC_020416	NC_021984
NC_020416	NC_006511
NC_020416	NC_016832
NC_020416	NC_022569
NC_020416	NC_021810
NC_020416	NC_021820
NC_020416	NC_021844
NC_020416	NC_021812
NC_020416	NC_021814
NC_020416	NC_021818
NC_020416	NC_022544
NC_020416	NC_022525
NC_020416	NC_022991
NC_020416	NC_022221
NC_020416	NC_003197
NC_020416	NC_003198
NC_020416	NC_004631
NC_020416	NC_006905
NC_020477	NC_009848
NC_020478	NC_009848
NC_020479	NC_009848
NC_020480	NC_009848
NC_020488	NC_004459
NC_020488	NC_004460
NC_020488	NC_014965
NC_020488	NC_014966
NC_020488	NC_005140
NC_020488	NC_005139
NC_020489	NC_014034
NC_020873	NC_011658
NC_020873	NC_011725
NC_020873	NC_011772
NC_020873	NC_011773
NC_020873	NC_011969
NC_020873	NC_012472
NC_020873	NC_014335
NC_020873	NC_018491
NC_020873	NC_016771
NC_020873	NC_016779
NC_020873	NC_004722
NC_020873	NC_003909
NC_020873	NC_006274
NC_020876	NC_019966
NC_020876	NC_018289
NC_020876	NC_008596
NC_020883	NC_017195
NC_020883	NC_017196
NC_020883	NC_019896
NC_020883	NC_020244
NC_020883	NC_020832
NC_020883	NC_014479
NC_020883	NC_014976
NC_020883	NC_016047
NC_020883	NC_020507
NC_020883	NC_018520
NC_020883	NC_022898
NC_020883	NC_000964
NC_021062	NC_012660
NC_021062	NC_007492
NC_021062	NC_017911
NC_021062	NC_016830
NC_021316	NC_010400
NC_021316	NC_010410
NC_021316	NC_010611
NC_021316	NC_011586
NC_021316	NC_011595
NC_021316	NC_017162
NC_021316	NC_017387
NC_021316	NC_020547
NC_021316	NC_009085
NC_021316	NC_021726
NC_021316	NC_021729
NC_021316	NC_021733
NC_021316	NC_017847
NC_021316	NC_017171
NC_021316	NC_018706
NC_021316	NC_023028
NC_021317	NC_010067
NC_021317	NC_010102
NC_021317	NC_011080
NC_021317	NC_011083
NC_021317	NC_011094
NC_021317	NC_011149
NC_021317	NC_011147
NC_021317	NC_011205
NC_021317	NC_011274
NC_021317	NC_011294
NC_021317	NC_012125
NC_021317	NC_016856
NC_021317	NC_016810
NC_021317	NC_016831
NC_021317	NC_016860
NC_021317	NC_016863
NC_021317	NC_016857
NC_021317	NC_017046
NC_021317	NC_017623
NC_021317	NC_020307
NC_021317	NC_021151
NC_021317	NC_021176
NC_021317	NC_021902
NC_021317	NC_021984
NC_021317	NC_006511
NC_021317	NC_016832
NC_021317	NC_022569
NC_021317	NC_021810
NC_021317	NC_021820
NC_021317	NC_021844
NC_021317	NC_021812
NC_021317	NC_021814
NC_021317	NC_021818
NC_021317	NC_022544
NC_021317	NC_022525
NC_021317	NC_022991
NC_021317	NC_022221
NC_021317	NC_003197
NC_021317	NC_003198
NC_021317	NC_004631
NC_021317	NC_006905
NC_021318	NC_009525
NC_021318	NC_009565
NC_021318	NC_012943
NC_021318	NC_017522
NC_021318	NC_017523
NC_021318	NC_017524
NC_021318	NC_018078
NC_021318	NC_020089
NC_021318	NC_021054
NC_021318	NC_021194
NC_021318	NC_021251
NC_021318	NC_016768
NC_021318	NC_016934
NC_021318	NC_020559
NC_021318	NC_021192
NC_021318	NC_021193
NC_021318	NC_022350
NC_021318	NC_021740
NC_021318	NC_018143
NC_021318	NC_000962
NC_021318	NC_002755
NC_021323	NC_007793
NC_021323	NC_009487
NC_021323	NC_009782
NC_021323	NC_013450
NC_021323	NC_017343
NC_021323	NC_017342
NC_021323	NC_017347
NC_021323	NC_017351
NC_021323	NC_017763
NC_021323	NC_017333
NC_021323	NC_017349
NC_021323	NC_020529
NC_021323	NC_020532
NC_021323	NC_020533
NC_021323	NC_020536
NC_021323	NC_020537
NC_021323	NC_020564
NC_021323	NC_020566
NC_021323	NC_020568
NC_021323	NC_021059
NC_021323	NC_009632
NC_021323	NC_009641
NC_021323	NC_016912
NC_021323	NC_016928
NC_021323	NC_021554
NC_021323	NC_022113
NC_021323	NC_003923
NC_021323	NC_002745
NC_021323	NC_002758
NC_021323	NC_010079
NC_021323	NC_017341
NC_021323	NC_017673
NC_021323	NC_017331
NC_021323	NC_017338
NC_021323	NC_016941
NC_021323	NC_017337
NC_021323	NC_018608
NC_021323	NC_021670
NC_021323	NC_017340
NC_021323	NC_022222
NC_021323	NC_022226
NC_021323	NC_022442
NC_021323	NC_022443
NC_021323	NC_022604
NC_021323	NC_007795
NC_021323	NC_002952
NC_021323	NC_002953
NC_021323	NC_002951
NC_021323	NC_007622
NC_021325	NC_008261
NC_021325	NC_008262
NC_021325	NC_003366
NC_021326	NC_007793
NC_021326	NC_009487
NC_021326	NC_009782
NC_021326	NC_013450
NC_021326	NC_017343
NC_021326	NC_017342
NC_021326	NC_017347
NC_021326	NC_017351
NC_021326	NC_017763
NC_021326	NC_017333
NC_021326	NC_017349
NC_021326	NC_020529
NC_021326	NC_020532
NC_021326	NC_020533
NC_021326	NC_020536
NC_021326	NC_020537
NC_021326	NC_020564
NC_021326	NC_020566
NC_021326	NC_020568
NC_021326	NC_021059
NC_021326	NC_009632
NC_021326	NC_009641
NC_021326	NC_016912
NC_021326	NC_016928
NC_021326	NC_021554
NC_021326	NC_022113
NC_021326	NC_003923
NC_021326	NC_002745
NC_021326	NC_002758
NC_021326	NC_010079
NC_021326	NC_017341
NC_021326	NC_017673
NC_021326	NC_017331
NC_021326	NC_017338
NC_021326	NC_016941
NC_021326	NC_017337
NC_021326	NC_018608
NC_021326	NC_021670
NC_021326	NC_017340
NC_021326	NC_022222
NC_021326	NC_022226
NC_021326	NC_022442
NC_021326	NC_022443
NC_021326	NC_022604
NC_021326	NC_007795
NC_021326	NC_002952
NC_021326	NC_002953
NC_021326	NC_002951
NC_021326	NC_007622
NC_021331	NC_008258
NC_021331	NC_017328
NC_021331	NC_004741
NC_021331	NC_004337
NC_021332	NC_007793
NC_021332	NC_009487
NC_021332	NC_009782
NC_021332	NC_013450
NC_021332	NC_017343
NC_021332	NC_017342
NC_021332	NC_017347
NC_021332	NC_017351
NC_021332	NC_017763
NC_021332	NC_017333
NC_021332	NC_017349
NC_021332	NC_020529
NC_021332	NC_020532
NC_021332	NC_020533
NC_021332	NC_020536
NC_021332	NC_020537
NC_021332	NC_020564
NC_021332	NC_020566
NC_021332	NC_020568
NC_021332	NC_021059
NC_021332	NC_009632
NC_021332	NC_009641
NC_021332	NC_016912
NC_021332	NC_016928
NC_021332	NC_021554
NC_021332	NC_022113
NC_021332	NC_003923
NC_021332	NC_002745
NC_021332	NC_002758
NC_021332	NC_010079
NC_021332	NC_017341
NC_021332	NC_017673
NC_021332	NC_017331
NC_021332	NC_017338
NC_021332	NC_016941
NC_021332	NC_017337
NC_021332	NC_018608
NC_021332	NC_021670
NC_021332	NC_017340
NC_021332	NC_022222
NC_021332	NC_022226
NC_021332	NC_022442
NC_021332	NC_022443
NC_021332	NC_022604
NC_021332	NC_007795
NC_021332	NC_002952
NC_021332	NC_002953
NC_021332	NC_002951
NC_021332	NC_007622
NC_021334	NC_019966
NC_021334	NC_018289
NC_021334	NC_008596
NC_021336	NC_010184
NC_021337	NC_010400
NC_021337	NC_010410
NC_021337	NC_010611
NC_021337	NC_011586
NC_021337	NC_011595
NC_021337	NC_017162
NC_021337	NC_017387
NC_021337	NC_020547
NC_021337	NC_009085
NC_021337	NC_021726
NC_021337	NC_021729
NC_021337	NC_021733
NC_021337	NC_017847
NC_021337	NC_017171
NC_021337	NC_018706
NC_021337	NC_023028
NC_021338	NC_009525
NC_021338	NC_009565
NC_021338	NC_012943
NC_021338	NC_017522
NC_021338	NC_017523
NC_021338	NC_017524
NC_021338	NC_018078
NC_021338	NC_020089
NC_021338	NC_021054
NC_021338	NC_021194
NC_021338	NC_021251
NC_021338	NC_016768
NC_021338	NC_016934
NC_021338	NC_020559
NC_021338	NC_021192
NC_021338	NC_021193
NC_021338	NC_022350
NC_021338	NC_021740
NC_021338	NC_018143
NC_021338	NC_000962
NC_021338	NC_002755
NC_021342	NC_012779
NC_021343	NC_009074
NC_021343	NC_009075
NC_021343	NC_009076
NC_021343	NC_009078
NC_021343	NC_012695
NC_021343	NC_017831
NC_021343	NC_017832
NC_021343	NC_018527
NC_021343	NC_018529
NC_021343	NC_022658
NC_021343	NC_022659
NC_021343	NC_021877
NC_021343	NC_021884
NC_021343	NC_006351
NC_021343	NC_006350
NC_021343	NC_007434
NC_021343	NC_007435
NC_021344	NC_007946
NC_021344	NC_008563
NC_021344	NC_009801
NC_021344	NC_010468
NC_021344	NC_010498
NC_021344	NC_011993
NC_021344	NC_012947
NC_021344	NC_017625
NC_021344	NC_017632
NC_021344	NC_017641
NC_021344	NC_017644
NC_021344	NC_017646
NC_021344	NC_016902
NC_021344	NC_017626
NC_021344	NC_017638
NC_021344	NC_017656
NC_021344	NC_009800
NC_021344	NC_010473
NC_021344	NC_017633
NC_021344	NC_007779
NC_021344	NC_011415
NC_021344	NC_011741
NC_021344	NC_011742
NC_021344	NC_011745
NC_021344	NC_011748
NC_021344	NC_012759
NC_021344	NC_012967
NC_021344	NC_013008
NC_021344	NC_013353
NC_021344	NC_013361
NC_021344	NC_013364
NC_021344	NC_017660
NC_021344	NC_017635
NC_021344	NC_017664
NC_021344	NC_017631
NC_021344	NC_012892
NC_021344	NC_012971
NC_021344	NC_013654
NC_021344	NC_020518
NC_021344	NC_013941
NC_021344	NC_017628
NC_021344	NC_017651
NC_021344	NC_017652
NC_021344	NC_017663
NC_021344	NC_017906
NC_021344	NC_018661
NC_021344	NC_018650
NC_021344	NC_020163
NC_021344	NC_022364
NC_021344	NC_022370
NC_021344	NC_022648
NC_021344	NC_000913
NC_021344	NC_011751
NC_021344	NC_011750
NC_021344	NC_017634
NC_021344	NC_018658
NC_021344	NC_002655
NC_021344	NC_002695
NC_021344	NC_004431
NC_021344	NC_008253
NC_021344	NC_011353
NC_021344	NC_011601
NC_021347	NC_014659
NC_021531	NC_009778
NC_021531	NC_017933
NC_021531	NC_020260
NC_021531	NC_023032
NC_021532	NC_018632
NC_021532	NC_018678
NC_021532	NC_018679
NC_021532	NC_018692
NC_021532	NC_019393
NC_021532	NC_021710
NC_021532	NC_021712
NC_021532	NC_021713
NC_021532	NC_021714
NC_021532	NC_021717
NC_021532	NC_021716
NC_021532	NC_023045
NC_021532	NC_011138
NC_021533	NC_019966
NC_021533	NC_018289
NC_021533	NC_008596
NC_021540	NC_012578
NC_021540	NC_012582
NC_021540	NC_012583
NC_021540	NC_012580
NC_021540	NC_012667
NC_021540	NC_012668
NC_021540	NC_016446
NC_021540	NC_016945
NC_021540	NC_017269
NC_021540	NC_017270
NC_021540	NC_016445
NC_021540	NC_016944
NC_021540	NC_009457
NC_021540	NC_009456
NC_021540	NC_002505
NC_021540	NC_002506
NC_021556	NC_009525
NC_021556	NC_009565
NC_021556	NC_012943
NC_021556	NC_017522
NC_021556	NC_017523
NC_021556	NC_017524
NC_021556	NC_018078
NC_021556	NC_020089
NC_021556	NC_021054
NC_021556	NC_021194
NC_021556	NC_021251
NC_021556	NC_016768
NC_021556	NC_016934
NC_021556	NC_020559
NC_021556	NC_021192
NC_021556	NC_021193
NC_021556	NC_022350
NC_021556	NC_021740
NC_021556	NC_018143
NC_021556	NC_000962
NC_021556	NC_002755
NC_021562	NC_012578
NC_021562	NC_012582
NC_021562	NC_012583
NC_021562	NC_012580
NC_021562	NC_012667
NC_021562	NC_012668
NC_021562	NC_016446
NC_021562	NC_016945
NC_021562	NC_017269
NC_021562	NC_017270
NC_021562	NC_016445
NC_021562	NC_016944
NC_021562	NC_009457
NC_021562	NC_009456
NC_021562	NC_002505
NC_021562	NC_002506
NC_021569	NC_010943
NC_021569	NC_011071
NC_021569	NC_015947
NC_021569	NC_017671
NC_021772	NC_010067
NC_021772	NC_010102
NC_021772	NC_011080
NC_021772	NC_011083
NC_021772	NC_011094
NC_021772	NC_011149
NC_021772	NC_011147
NC_021772	NC_011205
NC_021772	NC_011274
NC_021772	NC_011294
NC_021772	NC_012125
NC_021772	NC_016856
NC_021772	NC_016810
NC_021772	NC_016831
NC_021772	NC_016860
NC_021772	NC_016863
NC_021772	NC_016857
NC_021772	NC_017046
NC_021772	NC_017623
NC_021772	NC_020307
NC_021772	NC_021151
NC_021772	NC_021176
NC_021772	NC_021902
NC_021772	NC_021984
NC_021772	NC_006511
NC_021772	NC_016832
NC_021772	NC_022569
NC_021772	NC_021810
NC_021772	NC_021820
NC_021772	NC_021844
NC_021772	NC_021812
NC_021772	NC_021814
NC_021772	NC_021818
NC_021772	NC_022544
NC_021772	NC_022525
NC_021772	NC_022991
NC_021772	NC_022221
NC_021772	NC_003197
NC_021772	NC_003198
NC_021772	NC_004631
NC_021772	NC_006905
NC_021773	NC_007793
NC_021773	NC_009487
NC_021773	NC_009782
NC_021773	NC_013450
NC_021773	NC_017343
NC_021773	NC_017342
NC_021773	NC_017347
NC_021773	NC_017351
NC_021773	NC_017763
NC_021773	NC_017333
NC_021773	NC_017349
NC_021773	NC_020529
NC_021773	NC_020532
NC_021773	NC_020533
NC_021773	NC_020536
NC_021773	NC_020537
NC_021773	NC_020564
NC_021773	NC_020566
NC_021773	NC_020568
NC_021773	NC_021059
NC_021773	NC_009632
NC_021773	NC_009641
NC_021773	NC_016912
NC_021773	NC_016928
NC_021773	NC_021554
NC_021773	NC_022113
NC_021773	NC_003923
NC_021773	NC_002745
NC_021773	NC_002758
NC_021773	NC_010079
NC_021773	NC_017341
NC_021773	NC_017673
NC_021773	NC_017331
NC_021773	NC_017338
NC_021773	NC_016941
NC_021773	NC_017337
NC_021773	NC_018608
NC_021773	NC_021670
NC_021773	NC_017340
NC_021773	NC_022222
NC_021773	NC_022226
NC_021773	NC_022442
NC_021773	NC_022443
NC_021773	NC_022604
NC_021773	NC_007795
NC_021773	NC_002952
NC_021773	NC_002953
NC_021773	NC_002951
NC_021773	NC_007622
NC_021774	NC_010067
NC_021774	NC_010102
NC_021774	NC_011080
NC_021774	NC_011083
NC_021774	NC_011094
NC_021774	NC_011149
NC_021774	NC_011147
NC_021774	NC_011205
NC_021774	NC_011274
NC_021774	NC_011294
NC_021774	NC_012125
NC_021774	NC_016856
NC_021774	NC_016810
NC_021774	NC_016831
NC_021774	NC_016860
NC_021774	NC_016863
NC_021774	NC_016857
NC_021774	NC_017046
NC_021774	NC_017623
NC_021774	NC_020307
NC_021774	NC_021151
NC_021774	NC_021176
NC_021774	NC_021902
NC_021774	NC_021984
NC_021774	NC_006511
NC_021774	NC_016832
NC_021774	NC_022569
NC_021774	NC_021810
NC_021774	NC_021820
NC_021774	NC_021844
NC_021774	NC_021812
NC_021774	NC_021814
NC_021774	NC_021818
NC_021774	NC_022544
NC_021774	NC_022525
NC_021774	NC_022991
NC_021774	NC_022221
NC_021774	NC_003197
NC_021774	NC_003198
NC_021774	NC_004631
NC_021774	NC_006905
NC_021775	NC_010067
NC_021775	NC_010102
NC_021775	NC_011080
NC_021775	NC_011083
NC_021775	NC_011094
NC_021775	NC_011149
NC_021775	NC_011147
NC_021775	NC_011205
NC_021775	NC_011274
NC_021775	NC_011294
NC_021775	NC_012125
NC_021775	NC_016856
NC_021775	NC_016810
NC_021775	NC_016831
NC_021775	NC_016860
NC_021775	NC_016863
NC_021775	NC_016857
NC_021775	NC_017046
NC_021775	NC_017623
NC_021775	NC_020307
NC_021775	NC_021151
NC_021775	NC_021176
NC_021775	NC_021902
NC_021775	NC_021984
NC_021775	NC_006511
NC_021775	NC_016832
NC_021775	NC_022569
NC_021775	NC_021810
NC_021775	NC_021820
NC_021775	NC_021844
NC_021775	NC_021812
NC_021775	NC_021814
NC_021775	NC_021818
NC_021775	NC_022544
NC_021775	NC_022525
NC_021775	NC_022991
NC_021775	NC_022221
NC_021775	NC_003197
NC_021775	NC_003198
NC_021775	NC_004631
NC_021775	NC_006905
NC_021776	NC_019955
NC_021776	NC_019971
NC_021776	NC_004603
NC_021776	NC_021822
NC_021776	NC_021847
NC_021776	NC_021821
NC_021776	NC_021848
NC_021776	NC_004605
NC_021778	NC_020833
NC_021778	NC_020834
NC_021778	NC_021082
NC_021778	NC_021743
NC_021778	NC_021738
NC_021778	NC_021739
NC_021778	NC_021883
NC_021779	NC_010067
NC_021779	NC_010102
NC_021779	NC_011080
NC_021779	NC_011083
NC_021779	NC_011094
NC_021779	NC_011149
NC_021779	NC_011147
NC_021779	NC_011205
NC_021779	NC_011274
NC_021779	NC_011294
NC_021779	NC_012125
NC_021779	NC_016856
NC_021779	NC_016810
NC_021779	NC_016831
NC_021779	NC_016860
NC_021779	NC_016863
NC_021779	NC_016857
NC_021779	NC_017046
NC_021779	NC_017623
NC_021779	NC_020307
NC_021779	NC_021151
NC_021779	NC_021176
NC_021779	NC_021902
NC_021779	NC_021984
NC_021779	NC_006511
NC_021779	NC_016832
NC_021779	NC_022569
NC_021779	NC_021810
NC_021779	NC_021820
NC_021779	NC_021844
NC_021779	NC_021812
NC_021779	NC_021814
NC_021779	NC_021818
NC_021779	NC_022544
NC_021779	NC_022525
NC_021779	NC_022991
NC_021779	NC_022221
NC_021779	NC_003197
NC_021779	NC_003198
NC_021779	NC_004631
NC_021779	NC_006905
NC_021780	NC_010067
NC_021780	NC_010102
NC_021780	NC_011080
NC_021780	NC_011083
NC_021780	NC_011094
NC_021780	NC_011149
NC_021780	NC_011147
NC_021780	NC_011205
NC_021780	NC_011274
NC_021780	NC_011294
NC_021780	NC_012125
NC_021780	NC_016856
NC_021780	NC_016810
NC_021780	NC_016831
NC_021780	NC_016860
NC_021780	NC_016863
NC_021780	NC_016857
NC_021780	NC_017046
NC_021780	NC_017623
NC_021780	NC_020307
NC_021780	NC_021151
NC_021780	NC_021176
NC_021780	NC_021902
NC_021780	NC_021984
NC_021780	NC_006511
NC_021780	NC_016832
NC_021780	NC_022569
NC_021780	NC_021810
NC_021780	NC_021820
NC_021780	NC_021844
NC_021780	NC_021812
NC_021780	NC_021814
NC_021780	NC_021818
NC_021780	NC_022544
NC_021780	NC_022525
NC_021780	NC_022991
NC_021780	NC_022221
NC_021780	NC_003197
NC_021780	NC_003198
NC_021780	NC_004631
NC_021780	NC_006905
NC_021782	NC_010067
NC_021782	NC_010102
NC_021782	NC_011080
NC_021782	NC_011083
NC_021782	NC_011094
NC_021782	NC_011149
NC_021782	NC_011147
NC_021782	NC_011205
NC_021782	NC_011274
NC_021782	NC_011294
NC_021782	NC_012125
NC_021782	NC_016856
NC_021782	NC_016810
NC_021782	NC_016831
NC_021782	NC_016860
NC_021782	NC_016863
NC_021782	NC_016857
NC_021782	NC_017046
NC_021782	NC_017623
NC_021782	NC_020307
NC_021782	NC_021151
NC_021782	NC_021176
NC_021782	NC_021902
NC_021782	NC_021984
NC_021782	NC_006511
NC_021782	NC_016832
NC_021782	NC_022569
NC_021782	NC_021810
NC_021782	NC_021820
NC_021782	NC_021844
NC_021782	NC_021812
NC_021782	NC_021814
NC_021782	NC_021818
NC_021782	NC_022544
NC_021782	NC_022525
NC_021782	NC_022991
NC_021782	NC_022221
NC_021782	NC_003197
NC_021782	NC_003198
NC_021782	NC_004631
NC_021782	NC_006905
NC_021783	NC_010067
NC_021783	NC_010102
NC_021783	NC_011080
NC_021783	NC_011083
NC_021783	NC_011094
NC_021783	NC_011149
NC_021783	NC_011147
NC_021783	NC_011205
NC_021783	NC_011274
NC_021783	NC_011294
NC_021783	NC_012125
NC_021783	NC_016856
NC_021783	NC_016810
NC_021783	NC_016831
NC_021783	NC_016860
NC_021783	NC_016863
NC_021783	NC_016857
NC_021783	NC_017046
NC_021783	NC_017623
NC_021783	NC_020307
NC_021783	NC_021151
NC_021783	NC_021176
NC_021783	NC_021902
NC_021783	NC_021984
NC_021783	NC_006511
NC_021783	NC_016832
NC_021783	NC_022569
NC_021783	NC_021810
NC_021783	NC_021820
NC_021783	NC_021844
NC_021783	NC_021812
NC_021783	NC_021814
NC_021783	NC_021818
NC_021783	NC_022544
NC_021783	NC_022525
NC_021783	NC_022991
NC_021783	NC_022221
NC_021783	NC_003197
NC_021783	NC_003198
NC_021783	NC_004631
NC_021783	NC_006905
NC_021801	NC_007793
NC_021801	NC_009487
NC_021801	NC_009782
NC_021801	NC_013450
NC_021801	NC_017343
NC_021801	NC_017342
NC_021801	NC_017347
NC_021801	NC_017351
NC_021801	NC_017763
NC_021801	NC_017333
NC_021801	NC_017349
NC_021801	NC_020529
NC_021801	NC_020532
NC_021801	NC_020533
NC_021801	NC_020536
NC_021801	NC_020537
NC_021801	NC_020564
NC_021801	NC_020566
NC_021801	NC_020568
NC_021801	NC_021059
NC_021801	NC_009632
NC_021801	NC_009641
NC_021801	NC_016912
NC_021801	NC_016928
NC_021801	NC_021554
NC_021801	NC_022113
NC_021801	NC_003923
NC_021801	NC_002745
NC_021801	NC_002758
NC_021801	NC_010079
NC_021801	NC_017341
NC_021801	NC_017673
NC_021801	NC_017331
NC_021801	NC_017338
NC_021801	NC_016941
NC_021801	NC_017337
NC_021801	NC_018608
NC_021801	NC_021670
NC_021801	NC_017340
NC_021801	NC_022222
NC_021801	NC_022226
NC_021801	NC_022442
NC_021801	NC_022443
NC_021801	NC_022604
NC_021801	NC_007795
NC_021801	NC_002952
NC_021801	NC_002953
NC_021801	NC_002951
NC_021801	NC_007622
NC_021856	NC_017195
NC_021856	NC_017196
NC_021856	NC_019896
NC_021856	NC_020244
NC_021856	NC_020832
NC_021856	NC_014479
NC_021856	NC_014976
NC_021856	NC_016047
NC_021856	NC_020507
NC_021856	NC_018520
NC_021856	NC_022898
NC_021856	NC_000964
NC_021859	NC_009525
NC_021859	NC_009565
NC_021859	NC_012943
NC_021859	NC_017522
NC_021859	NC_017523
NC_021859	NC_017524
NC_021859	NC_018078
NC_021859	NC_020089
NC_021859	NC_021054
NC_021859	NC_021194
NC_021859	NC_021251
NC_021859	NC_016768
NC_021859	NC_016934
NC_021859	NC_020559
NC_021859	NC_021192
NC_021859	NC_021193
NC_021859	NC_022350
NC_021859	NC_021740
NC_021859	NC_018143
NC_021859	NC_000962
NC_021859	NC_002755
NC_021861	NC_009004
NC_021861	NC_013656
NC_021861	NC_017486
NC_021861	NC_017492
NC_021861	NC_017949
NC_021861	NC_019435
NC_021861	NC_008527
NC_021861	NC_020450
NC_021861	NC_022369
NC_021861	NC_022593
NC_021861	NC_002662
NC_021862	NC_017574
NC_021862	NC_003295
NC_021862	NC_014307
NC_021862	NC_017559
NC_021862	NC_020799
NC_021862	NC_014311
NC_021863	NC_007793
NC_021863	NC_009487
NC_021863	NC_009782
NC_021863	NC_013450
NC_021863	NC_017343
NC_021863	NC_017342
NC_021863	NC_017347
NC_021863	NC_017351
NC_021863	NC_017763
NC_021863	NC_017333
NC_021863	NC_017349
NC_021863	NC_020529
NC_021863	NC_020532
NC_021863	NC_020533
NC_021863	NC_020536
NC_021863	NC_020537
NC_021863	NC_020564
NC_021863	NC_020566
NC_021863	NC_020568
NC_021863	NC_021059
NC_021863	NC_009632
NC_021863	NC_009641
NC_021863	NC_016912
NC_021863	NC_016928
NC_021863	NC_021554
NC_021863	NC_022113
NC_021863	NC_003923
NC_021863	NC_002745
NC_021863	NC_002758
NC_021863	NC_010079
NC_021863	NC_017341
NC_021863	NC_017673
NC_021863	NC_017331
NC_021863	NC_017338
NC_021863	NC_016941
NC_021863	NC_017337
NC_021863	NC_018608
NC_021863	NC_021670
NC_021863	NC_017340
NC_021863	NC_022222
NC_021863	NC_022226
NC_021863	NC_022442
NC_021863	NC_022443
NC_021863	NC_022604
NC_021863	NC_007795
NC_021863	NC_002952
NC_021863	NC_002953
NC_021863	NC_002951
NC_021863	NC_007622
NC_021866	NC_017574
NC_021866	NC_003295
NC_021866	NC_014307
NC_021866	NC_017559
NC_021866	NC_020799
NC_021866	NC_014311
NC_021867	NC_009613
NC_022091	NC_008463
NC_022091	NC_009656
NC_022091	NC_011770
NC_022091	NC_017548
NC_022091	NC_020912
NC_022091	NC_021577
NC_022091	NC_017549
NC_022091	NC_018080
NC_022091	NC_022806
NC_022091	NC_022808
NC_022091	NC_023019
NC_022091	NC_023066
NC_022091	NC_023149
NC_022091	NC_002516
NC_022094	NC_012581
NC_022094	NC_012659
NC_022094	NC_017729
NC_022094	NC_003997
NC_022094	NC_005945
NC_022094	NC_007530
